s1_entity_id	candidate_entity_id	blocking_methods	num_blockers	max_block_score
S1-555331810	S2-359386290	address	1	2.0
S1-555331810	S2-364385480	name_fuzzy	1	0.7777777777777779
S1-555331810	S2-379997669	address	1	2.0
S1-555331810	S2-395151585	name_char_tfidf	1	0.451608598406438
S1-555331810	S2-399018299	name_fuzzy	1	0.8
S1-555331810	S2-400682766	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555331810	S2-442009180	name_fuzzy	1	0.814814814814815
S1-555331810	S2-458703934	address,name_char_tfidf,name_token	3	6.0
S1-555331810	S2-462510815	address	1	2.0
S1-555331810	S2-481111985	name_fuzzy	1	0.7924528301886792
S1-555331810	S2-487295116	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555331810	S2-51042752	name_token	1	4.0
S1-555331810	S2-514605087	address	1	3.0
S1-555331810	S2-548605487	address	1	2.0
S1-555331810	S2-571700196	name_token	1	3.0
S1-555331810	S2-602769735	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555331810	S2-61867026	name_token	1	4.0
S1-555331810	S2-629552449	name_fuzzy	1	0.7857142857142857
S1-555331810	S2-641858274	name_fuzzy	1	0.7843137254901962
S1-555331810	S2-652006559	address	1	2.0
S1-555331810	S2-698991177	name_fuzzy	1	0.7777777777777779
S1-555331810	S2-703276396	address	1	2.0
S1-555331810	S2-716776643	name_fuzzy	1	0.7777777777777779
S1-555331810	S2-719582544	address	1	2.0
S1-555331810	S2-719917880	name_char_tfidf,name_token	2	4.0
S1-555331810	S2-72711142	name_char_tfidf	1	0.37338037419366965
S1-555331810	S2-750843375	name_char_tfidf,name_token	2	3.0
S1-555331810	S2-751257261	name_char_tfidf	1	0.36899162827969084
S1-555331810	S2-769894248	name_char_tfidf,name_token	2	3.0
S1-555331810	S2-789226248	name_fuzzy	1	0.814814814814815
S1-555331810	S2-818202983	address	1	2.0
S1-555331810	S2-829060625	name_char_tfidf	1	0.4440782594578566
S1-555331810	S2-844301661	name_token	1	3.0
S1-555331810	S2-852907233	name_char_tfidf,name_fuzzy	2	0.8214285714285714
S1-555331810	S2-864095113	name_char_tfidf,name_fuzzy	2	0.8235294117647058
S1-555331810	S2-86894423	name_fuzzy	1	0.7777777777777779
S1-555331810	S2-875244501	address	1	2.0
S1-555331810	S2-915570823	name_char_tfidf	1	0.37968667479155555
S1-555331810	S2-927687234	name_char_tfidf,name_fuzzy	2	0.8627450980392157
S1-555331810	S2-9354970	address	1	2.0
S1-555331810	S2-940571970	address	1	2.0
S1-555331810	S2-9513977	address	1	2.0
S1-555331810	S2-952606254	address	1	2.0
S1-555331810	S2-957686084	address	1	2.0
S1-555331810	S2-978873292	name_token	1	4.0
S1-555331810	S2-986191812	name_fuzzy	1	0.8076923076923077
S1-555331810	S3-106555039	address	1	2.0
S1-555331810	S3-114150597	name_char_tfidf	1	0.3674142574556293
S1-555331810	S3-116619756	name_token	1	4.0
S1-555331810	S3-123168304	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555331810	S3-155250976	address,name_char_tfidf,name_fuzzy,name_token	4	6.0
S1-555331810	S3-178393742	name_char_tfidf,name_fuzzy	2	0.8
S1-555331810	S3-180722006	name_char_tfidf,name_fuzzy	2	0.7931034482758621
S1-555331810	S3-195589589	name_char_tfidf,name_fuzzy	2	0.7796610169491526
S1-555331810	S3-215120097	name_char_tfidf,name_token	2	4.0
S1-555331810	S3-252140156	name_token	1	3.0
S1-555331810	S3-259716637	name_char_tfidf,name_fuzzy	2	0.7924528301886792
S1-555331810	S3-282205144	name_fuzzy	1	0.7843137254901962
S1-555331810	S3-283060533	name_token	1	4.0
S1-555331810	S3-321612977	name_char_tfidf,name_token	2	4.0
S1-555331810	S3-322373587	name_token	1	3.0
S1-555331810	S3-386578635	name_token	1	4.0
S1-555331810	S3-400790586	name_char_tfidf,name_token	2	3.0
S1-555331810	S3-405978591	name_fuzzy	1	0.8627450980392157
S1-555331810	S3-473712597	name_token	1	3.0
S1-555331810	S3-524426555	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555331810	S3-537516291	name_fuzzy	1	0.7857142857142857
S1-555331810	S3-543554442	name_token	1	4.0
S1-555331810	S3-560239189	name_fuzzy	1	0.8
S1-555331810	S3-578502027	name_char_tfidf,name_token	2	4.0
S1-555331810	S3-581048467	name_token	1	4.0
S1-555331810	S3-609193565	name_char_tfidf	1	0.3840240034108695
S1-555331810	S3-613804491	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555331810	S3-625469386	name_token	1	3.0
S1-555331810	S3-649403553	name_char_tfidf,name_token	2	4.0
S1-555331810	S3-671909315	address	1	2.0
S1-555331810	S3-723579960	name_char_tfidf	1	0.3708822664046998
S1-555331810	S3-730152486	name_token	1	3.0
S1-555331810	S3-780493868	name_char_tfidf,name_token	2	4.0
S1-555331810	S3-781915732	name_fuzzy	1	0.7924528301886792
S1-555331810	S3-787646	name_char_tfidf,name_fuzzy	2	0.8214285714285714
S1-555331810	S3-794726612	name_token	1	3.0
S1-555331810	S3-796640923	name_fuzzy	1	0.814814814814815
S1-555331810	S3-811106641	name_token	1	3.0
S1-555331810	S3-816779763	address,name_char_tfidf,name_fuzzy,name_token	4	6.0
S1-555331810	S3-86915556	name_char_tfidf,name_fuzzy,name_token	3	3.0
S1-555331810	S3-874088453	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555331810	S3-892104032	name_fuzzy	1	0.7868852459016393
S1-555331810	S3-893478191	name_token	1	3.0
S1-555331810	S3-900996961	name_fuzzy	1	0.8
S1-555331810	S3-913154842	name_token	1	4.0
S1-555331810	S3-915672260	name_char_tfidf,name_fuzzy,name_token	3	3.0
S1-555331810	S3-919031316	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555331810	S3-920894117	name_fuzzy	1	0.814814814814815
S1-555331810	S3-924824386	name_char_tfidf,name_token	2	3.0
S1-555331810	S3-927077081	name_char_tfidf	1	0.36748536371988827
S1-555331810	S3-942971216	name_char_tfidf,name_fuzzy	2	0.7916666666666665
S1-555331810	S3-946443220	name_token	1	4.0
S1-555331810	S3-960742546	address,name_char_tfidf,name_fuzzy	3	6.0
S1-555331810	S3-963459742	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555331810	S3-977541234	name_char_tfidf	1	0.36917782280505573
S1-555331810	S3-995594010	name_fuzzy	1	0.8301886792452831
S1-555331810	S3-997289669	name_char_tfidf,name_token	2	4.0
S1-555331810	S3-998331090	name_token	1	3.0
S1-555388048	S2-102009837	name_token	1	4.0
S1-555388048	S2-11198431	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555388048	S2-130080163	name_fuzzy	1	0.5806451612903225
S1-555388048	S2-185598375	name_char_tfidf,name_token	2	4.0
S1-555388048	S2-209439383	name_fuzzy,name_token	2	4.0
S1-555388048	S2-213342835	name_char_tfidf,name_token	2	4.0
S1-555388048	S2-223310785	name_fuzzy	1	0.5714285714285714
S1-555388048	S2-228689952	name_char_tfidf	1	0.36188837460615797
S1-555388048	S2-236816059	name_fuzzy	1	0.5818181818181818
S1-555388048	S2-238869418	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555388048	S2-255973181	name_char_tfidf	1	0.4445477327207949
S1-555388048	S2-281446020	name_fuzzy,name_token	2	4.0
S1-555388048	S2-360146822	name_token	1	2.0
S1-555388048	S2-399224347	name_fuzzy,name_token	2	4.0
S1-555388048	S2-4049488	name_fuzzy	1	0.6206896551724138
S1-555388048	S2-405435509	address,name_char_tfidf,name_fuzzy,name_token	4	8.0
S1-555388048	S2-420928116	name_char_tfidf	1	0.3898210354298298
S1-555388048	S2-436801168	name_char_tfidf	1	0.3672953084049925
S1-555388048	S2-452144479	name_char_tfidf	1	0.3513600654503962
S1-555388048	S2-458498856	name_token	1	4.0
S1-555388048	S2-46623940	name_char_tfidf,name_fuzzy,name_token	3	6.0
S1-555388048	S2-466773872	name_token	1	4.0
S1-555388048	S2-473027733	name_char_tfidf	1	0.3898210354298298
S1-555388048	S2-50503603	name_fuzzy	1	0.5757575757575757
S1-555388048	S2-527861483	name_fuzzy,name_token	2	4.0
S1-555388048	S2-532448975	name_fuzzy	1	0.6181818181818182
S1-555388048	S2-560732759	address,name_char_tfidf,name_fuzzy,name_token	4	8.0
S1-555388048	S2-577085797	name_token	1	2.0
S1-555388048	S2-579653532	name_fuzzy	1	0.6071428571428572
S1-555388048	S2-59602183	name_token	1	2.0
S1-555388048	S2-612036878	name_fuzzy	1	0.5714285714285714
S1-555388048	S2-636345851	name_token	1	2.0
S1-555388048	S2-654427258	name_fuzzy	1	0.5714285714285714
S1-555388048	S2-693167503	name_fuzzy,name_token	2	4.0
S1-555388048	S2-73247195	name_char_tfidf,name_token	2	4.0
S1-555388048	S2-75882467	name_token	1	4.0
S1-555388048	S2-776996601	name_fuzzy	1	0.5714285714285714
S1-555388048	S2-78225836	name_token	1	2.0
S1-555388048	S2-799759056	name_fuzzy	1	0.5714285714285714
S1-555388048	S2-867637436	name_char_tfidf,name_fuzzy	2	0.5925925925925926
S1-555388048	S2-876264746	name_fuzzy	1	0.5862068965517242
S1-555388048	S2-886667346	name_token	1	2.0
S1-555388048	S2-895583946	name_token	1	2.0
S1-555388048	S2-910717115	name_fuzzy	1	0.576271186440678
S1-555388048	S2-910984788	name_char_tfidf,name_fuzzy	2	0.5769230769230769
S1-555388048	S2-930078004	name_fuzzy	1	0.5846153846153845
S1-555388048	S2-961362989	name_token	1	2.0
S1-555388048	S2-999536874	name_fuzzy	1	0.5806451612903225
S1-555388048	S3-113382858	name_fuzzy	1	0.5769230769230769
S1-555388048	S3-140637158	name_fuzzy	1	0.6
S1-555388048	S3-167338377	name_token	1	2.0
S1-555388048	S3-181947547	name_char_tfidf,name_fuzzy	2	0.6122448979591837
S1-555388048	S3-194106485	name_fuzzy	1	0.6551724137931035
S1-555388048	S3-220285124	name_fuzzy,name_token	2	4.0
S1-555388048	S3-247726965	name_char_tfidf,name_fuzzy,name_token	3	6.0
S1-555388048	S3-266005867	name_char_tfidf,name_fuzzy,name_token	3	6.0
S1-555388048	S3-332219915	name_token	1	2.0
S1-555388048	S3-365450023	name_token	1	2.0
S1-555388048	S3-387250491	name_fuzzy	1	0.6181818181818182
S1-555388048	S3-40972739	name_token	1	4.0
S1-555388048	S3-457275416	name_char_tfidf	1	0.39453127408673766
S1-555388048	S3-493286759	name_char_tfidf,name_fuzzy	2	0.6037735849056604
S1-555388048	S3-504804716	name_fuzzy	1	0.5862068965517242
S1-555388048	S3-511956955	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555388048	S3-525263783	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555388048	S3-526812841	name_char_tfidf,name_token	2	4.0
S1-555388048	S3-562473151	name_fuzzy	1	0.6037735849056604
S1-555388048	S3-598097620	name_fuzzy	1	0.6428571428571428
S1-555388048	S3-62920376	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555388048	S3-641129778	name_token	1	2.0
S1-555388048	S3-665498134	name_char_tfidf,name_token	2	4.0
S1-555388048	S3-677635753	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555388048	S3-698025006	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555388048	S3-701467166	name_token	1	4.0
S1-555388048	S3-70344709	name_fuzzy	1	0.6181818181818182
S1-555388048	S3-705137846	name_token	1	2.0
S1-555388048	S3-718638812	name_fuzzy	1	0.5714285714285714
S1-555388048	S3-774075093	name_fuzzy,name_token	2	4.0
S1-555388048	S3-800092710	name_fuzzy,name_token	2	4.0
S1-555388048	S3-816866891	name_token	1	4.0
S1-555388048	S3-828041254	name_token	1	4.0
S1-555388048	S3-860023717	name_char_tfidf	1	0.3648405210390047
S1-555388048	S3-906407468	name_token	1	2.0
S1-555388048	S3-931777085	name_token	1	2.0
S1-555388048	S3-951340375	name_char_tfidf,name_fuzzy	2	0.5882352941176471
S1-555388048	S3-964536531	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555388048	S3-995182049	name_char_tfidf,name_token	2	4.0
S1-555507211	S2-108460479	address	1	3.0
S1-555507211	S2-11666527	address	1	3.0
S1-555507211	S2-148325253	name_char_tfidf,name_fuzzy	2	0.8620689655172413
S1-555507211	S2-18233691	name_char_tfidf,name_token	2	3.0
S1-555507211	S2-182629291	address	1	2.0
S1-555507211	S2-195821566	name_char_tfidf,name_token	2	4.0
S1-555507211	S2-201576069	name_token	1	3.0
S1-555507211	S2-213524804	name_fuzzy	1	0.7868852459016393
S1-555507211	S2-215143705	name_token	1	4.0
S1-555507211	S2-226009368	address	1	2.0
S1-555507211	S2-230320624	name_token	1	3.0
S1-555507211	S2-235994189	name_char_tfidf	1	0.5183168909655994
S1-555507211	S2-265132294	name_fuzzy	1	0.7666666666666666
S1-555507211	S2-266332051	address	1	2.0
S1-555507211	S2-271590580	name_token	1	4.0
S1-555507211	S2-317230991	name_token	1	3.0
S1-555507211	S2-33274975	address	1	2.0
S1-555507211	S2-381530089	name_fuzzy	1	0.7666666666666666
S1-555507211	S2-383624316	address	1	2.0
S1-555507211	S2-393741183	address	1	2.0
S1-555507211	S2-419421352	name_token	1	3.0
S1-555507211	S2-421579400	name_fuzzy	1	0.7868852459016393
S1-555507211	S2-455871992	name_fuzzy	1	0.8571428571428572
S1-555507211	S2-464515122	name_fuzzy	1	0.7741935483870968
S1-555507211	S2-486325875	address	1	3.0
S1-555507211	S2-524514857	name_fuzzy	1	0.7868852459016393
S1-555507211	S2-542042196	name_char_tfidf,name_fuzzy	2	0.7692307692307692
S1-555507211	S2-54308139	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555507211	S2-543220170	name_char_tfidf,name_token	2	4.0
S1-555507211	S2-576780572	name_token	1	3.0
S1-555507211	S2-586419290	address	1	2.0
S1-555507211	S2-591670981	address	1	2.0
S1-555507211	S2-592065502	name_char_tfidf	1	0.4885933123340103
S1-555507211	S2-61055458	name_char_tfidf,name_fuzzy,name_token	3	3.0
S1-555507211	S2-638356247	name_char_tfidf,name_token	2	4.0
S1-555507211	S2-647984070	address	1	2.0
S1-555507211	S2-651333446	address	1	2.0
S1-555507211	S2-682627443	address,name_token	2	3.0
S1-555507211	S2-687306690	name_token	1	3.0
S1-555507211	S2-72081308	name_token	1	3.0
S1-555507211	S2-756266180	name_fuzzy	1	0.8
S1-555507211	S2-775113587	name_fuzzy	1	0.7741935483870968
S1-555507211	S2-791785430	name_fuzzy	1	0.7796610169491526
S1-555507211	S2-805331713	address	1	2.0
S1-555507211	S2-808019216	name_token	1	3.0
S1-555507211	S2-850854973	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555507211	S2-853357737	address	1	2.0
S1-555507211	S2-859505664	address	1	2.0
S1-555507211	S2-896216609	name_fuzzy	1	0.7857142857142857
S1-555507211	S2-89740297	address	1	2.0
S1-555507211	S2-923531654	address	1	2.0
S1-555507211	S2-925780523	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555507211	S2-933297735	address	1	2.0
S1-555507211	S2-933844848	name_char_tfidf,name_token	2	4.0
S1-555507211	S2-995208280	name_fuzzy	1	0.7741935483870968
S1-555507211	S3-10542964	name_char_tfidf,name_fuzzy	2	0.8
S1-555507211	S3-130183293	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555507211	S3-173615740	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555507211	S3-219255900	name_char_tfidf	1	0.5079154248279336
S1-555507211	S3-238042102	name_char_tfidf,name_token	2	3.0
S1-555507211	S3-238713542	name_char_tfidf,name_fuzzy	2	0.78125
S1-555507211	S3-240446875	name_token	1	3.0
S1-555507211	S3-25581655	name_char_tfidf,name_fuzzy,name_token	3	3.0
S1-555507211	S3-270477652	name_fuzzy	1	0.8
S1-555507211	S3-273209883	name_char_tfidf,name_token	2	4.0
S1-555507211	S3-298608240	address	1	2.0
S1-555507211	S3-303637740	address	1	2.0
S1-555507211	S3-305870214	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555507211	S3-307749198	address	1	2.0
S1-555507211	S3-331230939	name_char_tfidf,name_token	2	4.0
S1-555507211	S3-333203035	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555507211	S3-397187884	name_fuzzy	1	0.8070175438596492
S1-555507211	S3-424744377	name_fuzzy	1	0.7741935483870968
S1-555507211	S3-43899205	name_fuzzy	1	0.7868852459016393
S1-555507211	S3-444100423	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555507211	S3-453728630	name_token	1	4.0
S1-555507211	S3-45835680	name_char_tfidf	1	0.4915450778029247
S1-555507211	S3-464163220	name_fuzzy	1	0.8709677419354839
S1-555507211	S3-477737473	name_char_tfidf,name_token	2	3.0
S1-555507211	S3-514297986	name_token	1	4.0
S1-555507211	S3-521901012	address	1	2.0
S1-555507211	S3-558261193	name_char_tfidf	1	0.5520405133423724
S1-555507211	S3-592262902	address	1	2.0
S1-555507211	S3-592949905	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555507211	S3-598042361	name_char_tfidf,name_fuzzy	2	0.78125
S1-555507211	S3-601316729	name_char_tfidf	1	0.4962400507206165
S1-555507211	S3-634194554	name_char_tfidf,name_fuzzy,name_token	3	3.0
S1-555507211	S3-64713576	name_char_tfidf	1	0.5391308580568348
S1-555507211	S3-647949022	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555507211	S3-681252967	name_char_tfidf,name_token	2	4.0
S1-555507211	S3-693492313	name_char_tfidf	1	0.4970930329111154
S1-555507211	S3-714709478	name_char_tfidf,name_token	2	4.0
S1-555507211	S3-715061360	name_fuzzy	1	0.7868852459016393
S1-555507211	S3-721989952	name_fuzzy	1	0.8214285714285714
S1-555507211	S3-724037572	name_char_tfidf,name_token	2	4.0
S1-555507211	S3-736903335	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555507211	S3-740926425	address,name_char_tfidf,name_fuzzy,name_token	4	11.0
S1-555507211	S3-744172035	address	1	2.0
S1-555507211	S3-750046182	address	1	2.0
S1-555507211	S3-765750445	name_token	1	4.0
S1-555507211	S3-774363673	name_token	1	4.0
S1-555507211	S3-776882005	name_fuzzy	1	0.7666666666666666
S1-555507211	S3-786377267	name_char_tfidf	1	0.4930575777084323
S1-555507211	S3-79597826	name_char_tfidf,name_token	2	4.0
S1-555507211	S3-817282596	name_char_tfidf	1	0.5368612064923132
S1-555507211	S3-827217380	name_fuzzy	1	0.7719298245614035
S1-555507211	S3-855799641	name_fuzzy	1	0.7777777777777779
S1-555507211	S3-867435666	name_fuzzy	1	0.7868852459016393
S1-555507211	S3-871039323	name_fuzzy	1	0.8135593220338984
S1-555507211	S3-889873031	name_char_tfidf,name_token	2	4.0
S1-555507211	S3-889893492	name_char_tfidf,name_token	2	3.0
S1-555507211	S3-890037892	name_fuzzy	1	0.7666666666666666
S1-555507211	S3-936751003	address,name_char_tfidf,name_fuzzy,name_token	4	11.0
S1-555507211	S3-962482736	name_char_tfidf,name_token	2	3.0
S1-555507211	S3-962950016	name_char_tfidf,name_fuzzy	2	0.7777777777777779
S1-555507211	S3-967686541	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555507211	S3-974692977	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-555507211	S3-975443902	name_fuzzy	1	0.8275862068965517
S1-555507211	S3-996794702	address	1	2.0
S1-557182088	S2-102009837	name_token	1	2.0
S1-557182088	S2-128743190	name_token	1	4.0
S1-557182088	S2-153436288	name_token	1	2.0
S1-557182088	S2-221787470	name_token	1	2.0
S1-557182088	S2-223143839	name_token	1	2.0
S1-557182088	S2-230706523	name_token	1	2.0
S1-557182088	S2-345978942	name_token	1	2.0
S1-557182088	S2-374741323	name_token	1	2.0
S1-557182088	S2-398032549	name_token	1	2.0
S1-557182088	S2-398670215	name_token	1	2.0
S1-557182088	S2-402812282	name_token	1	2.0
S1-557182088	S2-473076851	name_fuzzy,name_token	2	4.0
S1-557182088	S2-521257790	name_token	1	2.0
S1-557182088	S2-539797174	name_fuzzy	1	0.6122448979591837
S1-557182088	S2-549413959	address,name_char_tfidf,name_fuzzy,name_token	4	6.0
S1-557182088	S2-598844708	name_token	1	2.0
S1-557182088	S2-624972052	name_token	1	2.0
S1-557182088	S2-65219045	name_token	1	2.0
S1-557182088	S2-728326356	name_fuzzy	1	0.5531914893617021
S1-557182088	S2-73152194	name_token	1	4.0
S1-557182088	S2-769619213	name_token	1	2.0
S1-557182088	S2-827738149	name_token	1	2.0
S1-557182088	S2-971541193	name_token	1	2.0
S1-557182088	S2-992379304	name_token	1	2.0
S1-557182088	S2-995849658	name_token	1	2.0
S1-557182088	S2-996953199	name_token	1	2.0
S1-557182088	S3-151418204	name_token	1	2.0
S1-557182088	S3-176594829	name_token	1	2.0
S1-557182088	S3-19127584	name_token	1	2.0
S1-557182088	S3-243145394	name_token	1	2.0
S1-557182088	S3-260526660	address,name_char_tfidf,name_fuzzy,name_token	4	8.0
S1-557182088	S3-261310536	name_token	1	2.0
S1-557182088	S3-304213036	name_token	1	2.0
S1-557182088	S3-308565750	name_token	1	2.0
S1-557182088	S3-410745716	name_token	1	2.0
S1-557182088	S3-433049791	name_token	1	2.0
S1-557182088	S3-448205614	address,name_char_tfidf,name_fuzzy,name_token	4	6.0
S1-557182088	S3-47937857	name_token	1	2.0
S1-557182088	S3-492819576	name_token	1	2.0
S1-557182088	S3-552802267	name_token	1	2.0
S1-557182088	S3-573712094	name_token	1	2.0
S1-557182088	S3-594590240	name_token	1	2.0
S1-557182088	S3-601658236	name_token	1	4.0
S1-557182088	S3-677679839	address,name_char_tfidf,name_fuzzy,name_token	4	6.0
S1-557182088	S3-701467166	name_token	1	2.0
S1-557182088	S3-780414332	name_token	1	2.0
S1-557182088	S3-807887946	name_token	1	2.0
S1-557182088	S3-816866891	name_token	1	2.0
S1-557182088	S3-904326456	name_token	1	2.0
S1-557182088	S3-907862586	name_token	1	2.0
S1-557182088	S3-919006818	name_token	1	2.0
S1-557182088	S3-925465002	name_token	1	2.0
S1-557732888	S2-115956749	name_token	1	1.0
S1-557732888	S2-116324647	name_token	1	1.0
S1-557732888	S2-143882982	name_fuzzy	1	0.5531914893617021
S1-557732888	S2-145488443	name_fuzzy	1	0.5789473684210527
S1-557732888	S2-176185815	name_token	1	1.0
S1-557732888	S2-184950256	name_fuzzy	1	0.5531914893617021
S1-557732888	S2-194713447	name_token	1	1.0
S1-557732888	S2-196457823	name_fuzzy	1	0.5641025641025641
S1-557732888	S2-23299559	name_fuzzy	1	0.5882352941176471
S1-557732888	S2-238258725	name_token	1	1.0
S1-557732888	S2-238869418	name_fuzzy	1	0.5652173913043479
S1-557732888	S2-240680613	name_token	1	1.0
S1-557732888	S2-256128343	name_fuzzy	1	0.6086956521739131
S1-557732888	S2-300735556	name_fuzzy	1	0.6086956521739131
S1-557732888	S2-302687822	name_fuzzy	1	0.6190476190476191
S1-557732888	S2-304532588	name_token	1	1.0
S1-557732888	S2-315273074	name_token	1	1.0
S1-557732888	S2-318486847	name_fuzzy	1	0.5581395348837209
S1-557732888	S2-335049245	name_fuzzy	1	0.6666666666666667
S1-557732888	S2-365428089	name_token	1	1.0
S1-557732888	S2-376964647	name_fuzzy	1	0.5581395348837209
S1-557732888	S2-417860322	name_fuzzy	1	0.6363636363636364
S1-557732888	S2-42810646	name_token	1	1.0
S1-557732888	S2-467031091	name_token	1	1.0
S1-557732888	S2-516270374	name_token	1	1.0
S1-557732888	S2-562146553	name_fuzzy	1	0.5531914893617021
S1-557732888	S2-562266021	name_token	1	1.0
S1-557732888	S2-600369526	name_token	1	2.0
S1-557732888	S2-60280361	name_fuzzy	1	0.6181818181818182
S1-557732888	S2-625241481	name_fuzzy	1	0.6181818181818182
S1-557732888	S2-659524813	name_fuzzy	1	0.56
S1-557732888	S2-74421103	name_fuzzy	1	0.55
S1-557732888	S2-786692019	name_token	1	2.0
S1-557732888	S2-803438453	name_token	1	1.0
S1-557732888	S2-833660955	name_token	1	1.0
S1-557732888	S2-838267419	name_token	1	1.0
S1-557732888	S2-839824103	name_token	1	1.0
S1-557732888	S2-886683165	name_token	1	1.0
S1-557732888	S2-919220369	name_fuzzy	1	0.5581395348837209
S1-557732888	S2-96391484	name_token	1	2.0
S1-557732888	S2-970322293	name_token	1	1.0
S1-557732888	S2-977102103	name_token	1	1.0
S1-557732888	S2-98528681	name_token	1	1.0
S1-557732888	S2-986743217	name_fuzzy	1	0.56
S1-557732888	S3-150713834	name_token	1	1.0
S1-557732888	S3-170169010	name_fuzzy	1	0.6363636363636364
S1-557732888	S3-176594829	name_fuzzy	1	0.5581395348837209
S1-557732888	S3-177771704	name_fuzzy	1	0.5714285714285714
S1-557732888	S3-194556694	name_fuzzy	1	0.5714285714285714
S1-557732888	S3-21156866	name_fuzzy	1	0.5714285714285714
S1-557732888	S3-222292716	name_token	1	1.0
S1-557732888	S3-237227119	name_fuzzy	1	0.56
S1-557732888	S3-250701305	name_fuzzy	1	0.5882352941176471
S1-557732888	S3-251508043	name_token	1	1.0
S1-557732888	S3-309279333	name_token	1	1.0
S1-557732888	S3-316551646	name_token	1	1.0
S1-557732888	S3-361187653	name_token	1	1.0
S1-557732888	S3-406535708	name_token	1	1.0
S1-557732888	S3-408222660	name_token	1	1.0
S1-557732888	S3-415555497	name_fuzzy	1	0.5957446808510638
S1-557732888	S3-417518142	name_fuzzy	1	0.6153846153846154
S1-557732888	S3-426988695	name_token	1	1.0
S1-557732888	S3-431695102	name_fuzzy	1	0.5833333333333333
S1-557732888	S3-431919812	name_fuzzy	1	0.5777777777777777
S1-557732888	S3-442092576	name_token	1	1.0
S1-557732888	S3-478421054	name_fuzzy	1	0.5714285714285714
S1-557732888	S3-492787699	name_fuzzy	1	0.5581395348837209
S1-557732888	S3-496019093	name_fuzzy	1	0.6415094339622642
S1-557732888	S3-496186532	name_token	1	2.0
S1-557732888	S3-51434313	address,name_char_tfidf,name_fuzzy,name_token	4	5.0
S1-557732888	S3-533206625	name_fuzzy	1	0.5714285714285714
S1-557732888	S3-547830535	name_fuzzy	1	0.5581395348837209
S1-557732888	S3-551924161	address,name_char_tfidf,name_fuzzy,name_token	4	6.0
S1-557732888	S3-56556978	name_token	1	3.0
S1-557732888	S3-605275924	address,name_char_tfidf,name_fuzzy,name_token	4	5.0
S1-557732888	S3-624116895	name_token	1	1.0
S1-557732888	S3-627037338	name_token	1	1.0
S1-557732888	S3-63736581	name_token	1	1.0
S1-557732888	S3-701853028	name_fuzzy	1	0.55
S1-557732888	S3-712884984	name_token	1	1.0
S1-557732888	S3-717680612	name_token	1	1.0
S1-557732888	S3-726405523	name_fuzzy	1	0.5652173913043479
S1-557732888	S3-736361542	name_fuzzy	1	0.5853658536585367
S1-557732888	S3-742289065	name_fuzzy	1	0.55
S1-557732888	S3-760056423	name_fuzzy	1	0.5555555555555556
S1-557732888	S3-770184671	name_token	1	1.0
S1-557732888	S3-781666339	name_token	1	1.0
S1-557732888	S3-800975026	name_fuzzy	1	0.5641025641025641
S1-557732888	S3-810225600	name_token	1	1.0
S1-557732888	S3-83582494	name_fuzzy	1	0.625
S1-557732888	S3-843705653	name_fuzzy	1	0.5581395348837209
S1-557732888	S3-845836682	name_token	1	1.0
S1-557732888	S3-854137809	name_fuzzy	1	0.6341463414634146
S1-557732888	S3-933899461	name_fuzzy	1	0.6190476190476191
S1-557732888	S3-964956155	name_token	1	1.0
S1-557732888	S3-982486206	address,name_char_tfidf,name_fuzzy,name_token	4	5.0
S1-558219253	S2-136901284	address	1	3.0
S1-558219253	S2-181184985	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-558219253	S2-2207174	name_token	1	4.0
S1-558219253	S2-225479220	name_token	1	4.0
