s1_entity_id	candidate_entity_id
S1-383737004	S2-25035476
S1-383737004	S3-161811747
S1-383737004	S2-756862093
S1-383737004	S3-29462423
S1-383737004	S3-690636764
S1-383737004	S3-214159771
S1-383737004	S3-21220572
S1-383737004	S3-205912685
S1-383737004	S2-405484524
S1-383737004	S3-352724455
S1-383737004	S3-381106575
S1-383737004	S2-893677887
S1-520027791	S3-876679255
S1-520027791	S3-261795938
S1-520027791	S2-262629705
S1-520027791	S3-840614728
S1-520027791	S3-577195301
S1-520027791	S3-25246144
S1-520027791	S3-333203035
S1-520027791	S3-354651152
S1-520027791	S3-946443220
S1-520027791	S3-346227482
S1-520027791	S3-638474188
S1-520027791	S2-468833882
S1-520027791	S3-470967888
S1-520027791	S3-446153310
S1-520027791	S3-974692977
S1-520027791	S2-510314780
S1-520027791	S3-174036202
S1-520027791	S2-414640650
S1-520027791	S2-48537853
S1-520027791	S2-780547093
S1-520027791	S2-776108614
S1-520027791	S3-161260530
S1-520027791	S2-51395753
S1-520027791	S3-248326471
S1-520027791	S3-532920051
S1-520027791	S3-669756688
S1-520027791	S3-213835616
S1-520027791	S2-502378016
S1-520027791	S3-644775053
S1-520027791	S2-513983055
S1-520027791	S3-582942704
S1-520027791	S3-883914088
S1-520027791	S2-367315504
S1-520027791	S3-479225177
S1-520027791	S3-240757396
S1-520027791	S2-906933992
S1-520027791	S3-602123673
S1-520027791	S3-68953666
S1-520027791	S2-412143035
S1-520027791	S2-557996746
S1-520027791	S2-863523059
S1-520027791	S2-605501962
S1-520027791	S2-487661454
S1-520027791	S2-763827949
S1-520027791	S3-498999912
S1-520027791	S2-386632090
S1-520027791	S2-849068661
S1-520027791	S3-619105304
S1-520027791	S2-421579400
S1-520027791	S2-233707254
S1-48068006	S3-590418668
S1-48068006	S3-300642723
S1-48068006	S3-243785834
S1-48068006	S3-174860654
S1-48068006	S3-266156713
S1-48068006	S3-29501667
S1-48068006	S3-459567382
S1-48068006	S3-816509045
S1-48068006	S3-131958995
S1-48068006	S2-926164954
S1-48068006	S3-664812619
S1-48068006	S2-242514743
S1-48068006	S2-480710783
S1-48068006	S2-287698402
S1-48068006	S2-585410334
S1-48068006	S2-847992560
S1-48068006	S2-122798400
S1-48068006	S2-901435066
S1-48068006	S3-108481120
S1-48068006	S2-331742995
S1-48068006	S3-370310275
S1-48068006	S3-671497875
S1-48068006	S3-977268137
S1-48068006	S2-822449630
S1-48068006	S3-687377127
S1-48068006	S3-702637165
S1-48068006	S3-624698782
S1-48068006	S3-86395009
S1-48068006	S3-647027547
S1-48068006	S2-294148111
S1-48068006	S3-132879457
S1-48068006	S3-251508043
S1-48068006	S2-571058179
S1-48068006	S2-10612159
S1-48068006	S3-90871336
S1-48068006	S2-57342550
S1-48068006	S2-36629105
S1-48068006	S3-842083806
S1-48068006	S2-964624564
S1-48068006	S3-589342278
S1-48068006	S3-572277034
S1-48068006	S3-800549082
S1-48068006	S3-579240292
S1-48068006	S3-427380869
S1-48068006	S3-168733158
S1-48068006	S2-467031091
S1-48068006	S2-550147966
S1-48068006	S3-337541778
S1-48068006	S2-696233561
S1-48068006	S3-272601822
S1-860418255	S2-117975400
S1-860418255	S2-986705579
S1-860418255	S2-35748681
S1-860418255	S3-827718285
S1-860418255	S3-6980293
S1-860418255	S2-977241476
S1-860418255	S2-195316665
S1-860418255	S3-738041960
S1-860418255	S3-719006744
S1-860418255	S3-555386129
S1-860418255	S2-76082114
S1-860418255	S3-99625301
S1-860418255	S3-121672349
S1-860418255	S2-830518326
S1-860418255	S3-31572511
S1-860418255	S3-813502551
S1-860418255	S2-532611401
S1-860418255	S2-682448909
S1-860418255	S3-710938469
S1-860418255	S2-900239073
S1-860418255	S2-225401030
S1-860418255	S3-578984745
S1-860418255	S2-447467378
S1-860418255	S3-148950695
S1-860418255	S3-695226866
S1-860418255	S2-379917333
S1-860418255	S3-386494024
S1-860418255	S3-800171642
S1-860418255	S3-453114446
S1-860418255	S3-912311069
S1-860418255	S3-495600070
S1-860418255	S3-295662055
S1-860418255	S2-269224248
S1-860418255	S3-748402326
S1-860418255	S2-463146764
S1-860418255	S2-616955920
S1-860418255	S2-89335337
S1-860418255	S3-353908263
S1-860418255	S2-717809313
S1-860418255	S3-5730591
S1-860418255	S3-475706823
S1-860418255	S3-819594890
S1-860418255	S3-545630881
S1-860418255	S2-537622018
S1-860418255	S3-553170067
S1-860418255	S3-977792899
S1-860418255	S2-350950742
S1-860418255	S2-387262077
S1-860418255	S2-376263474
S1-860418255	S2-152010346
S1-475183963	S2-678168181
S1-475183963	S2-699636306
S1-475183963	S3-801894999
S1-475183963	S2-126770438
S1-475183963	S3-367331319
S1-475183963	S2-794002239
S1-475183963	S2-978157066
S1-475183963	S3-646726988
S1-475183963	S3-942885941
S1-475183963	S3-361681686
S1-475183963	S2-779318960
S1-475183963	S2-21619050
S1-475183963	S3-485534086
S1-475183963	S3-433500460
S1-475183963	S3-881089743
S1-475183963	S3-586761433
S1-475183963	S3-24940906
S1-475183963	S2-438838708
S1-475183963	S2-551239405
S1-475183963	S2-141183032
S1-191209328	S3-99060690
S1-191209328	S3-376458603
S1-191209328	S3-762236168
S1-191209328	S2-742256834
S1-191209328	S2-754792956
S1-191209328	S3-532460672
S1-191209328	S3-326878364
S1-191209328	S3-684926573
S1-191209328	S3-17462469
S1-191209328	S2-281194575
S1-191209328	S3-33183688
S1-191209328	S2-433681744
S1-191209328	S2-966832112
S1-191209328	S3-981847101
S1-191209328	S2-565620456
S1-191209328	S2-692080305
S1-191209328	S2-186451284
S1-191209328	S3-194993293
S1-191209328	S2-141419401
S1-191209328	S2-384743049
S1-191209328	S3-710867378
S1-191209328	S3-312543057
S1-191209328	S3-412802247
S1-191209328	S3-672496136
S1-191209328	S2-567418524
S1-191209328	S3-113486794
S1-191209328	S3-284312290
S1-191209328	S2-309142628
S1-191209328	S3-767361462
S1-191209328	S3-30495256
S1-191209328	S3-754931558
S1-191209328	S3-211586005
S1-191209328	S2-4409287
S1-191209328	S3-50602812
S1-191209328	S2-519426264
S1-191209328	S3-827702300
S1-191209328	S2-656114908
S1-191209328	S2-446270955
S1-191209328	S2-896006195
S1-191209328	S2-577321507
S1-191209328	S3-225267471
S1-191209328	S3-802825293
S1-191209328	S2-217104260
S1-191209328	S2-19417753
S1-191209328	S3-355949101
S1-191209328	S2-70007591
S1-191209328	S3-88690495
S1-191209328	S2-169715643
S1-191209328	S3-42760043
S1-191209328	S2-849693074
S1-524084751	S2-762430078
S1-524084751	S2-930822949
S1-524084751	S3-95939324
S1-524084751	S3-577195301
S1-524084751	S3-25246144
S1-524084751	S3-333203035
S1-524084751	S3-354651152
S1-524084751	S3-946443220
S1-524084751	S3-346227482
S1-524084751	S3-638474188
S1-524084751	S2-468833882
S1-524084751	S3-470967888
S1-524084751	S3-446153310
S1-524084751	S3-974692977
S1-524084751	S2-510314780
S1-524084751	S3-174036202
S1-524084751	S2-414640650
S1-524084751	S2-48537853
S1-524084751	S2-780547093
S1-524084751	S2-776108614
S1-524084751	S3-161260530
S1-524084751	S2-51395753
S1-524084751	S3-248326471
S1-524084751	S3-532920051
S1-524084751	S3-669756688
S1-524084751	S3-213835616
S1-524084751	S2-502378016
S1-524084751	S3-644775053
S1-524084751	S2-513983055
S1-524084751	S3-582942704
S1-524084751	S3-883914088
S1-524084751	S2-367315504
S1-524084751	S3-479225177
S1-524084751	S3-240757396
S1-524084751	S2-906933992
S1-524084751	S3-68953666
S1-524084751	S3-602123673
S1-524084751	S2-412143035
S1-524084751	S2-557996746
S1-524084751	S2-863523059
S1-524084751	S2-605501962
S1-524084751	S2-487661454
S1-524084751	S2-763827949
S1-524084751	S3-498999912
S1-524084751	S2-386632090
S1-524084751	S2-849068661
S1-524084751	S3-619105304
S1-524084751	S2-421579400
S1-524084751	S2-233707254
S1-524084751	S3-975921478
S1-408941682	S2-400262516
S1-408941682	S2-314317780
S1-408941682	S2-458498856
S1-408941682	S2-251573774
S1-408941682	S3-967673721
S1-408941682	S3-769728854
S1-408941682	S3-349943429
S1-408941682	S2-194034279
S1-408941682	S2-453647532
S1-408941682	S2-321559511
S1-408941682	S3-89442356
S1-408941682	S3-547926341
S1-408941682	S3-931777085
S1-408941682	S3-155751429
S1-408941682	S3-801405844
S1-408941682	S3-642910425
S1-408941682	S3-287582952
S1-408941682	S3-428071569
S1-408941682	S3-647915925
S1-408941682	S2-960995084
S1-408941682	S3-847232122
S1-408941682	S2-249963674
S1-408941682	S2-466773872
S1-408941682	S2-352224214
S1-408941682	S2-527861483
S1-408941682	S3-299918841
S1-408941682	S3-443144669
S1-408941682	S2-440858957
S1-408941682	S2-19417753
S1-408941682	S2-442379267
S1-408941682	S3-438299883
S1-408941682	S2-185491939
S1-408941682	S2-202704022
S1-408941682	S2-594557830
S1-408941682	S2-972126428
S1-408941682	S3-433601696
S1-408941682	S3-685034417
S1-408941682	S2-140459101
S1-408941682	S2-543086165
S1-408941682	S3-285139890
S1-408941682	S2-98296923
S1-408941682	S2-586626603
S1-408941682	S2-766110823
S1-408941682	S2-824336574
S1-408941682	S2-121178832
S1-408941682	S3-68089048
S1-408941682	S3-759034411
S1-408941682	S3-195718192
S1-408941682	S3-401976049
S1-408941682	S3-62920376
S1-386550076	S3-214660836
S1-386550076	S3-158996690
S1-386550076	S3-411452682
S1-386550076	S2-569706895
S1-386550076	S3-524552567
S1-386550076	S3-296698862
S1-386550076	S3-732795140
S1-386550076	S3-340140608
S1-386550076	S2-852127544
S1-386550076	S2-957086610
S1-386550076	S3-799988394
S1-386550076	S2-878885687
S1-386550076	S2-736411914
S1-386550076	S2-724367916
S1-386550076	S2-831027288
S1-386550076	S3-528088736
S1-386550076	S3-268789949
S1-386550076	S3-205243661
S1-386550076	S3-588822094
S1-386550076	S3-132879457
S1-386550076	S2-570432535
S1-386550076	S2-577321507
S1-386550076	S2-667342302
S1-386550076	S3-291421368
S1-386550076	S2-403637712
S1-386550076	S3-298015327
S1-386550076	S2-422861049
S1-386550076	S3-847943998
S1-386550076	S3-77329533
S1-386550076	S3-819183462
S1-386550076	S3-293371164
S1-386550076	S2-335353645
S1-386550076	S2-117440281
S1-386550076	S2-250168979
S1-386550076	S2-287343500
S1-386550076	S2-291526954
S1-386550076	S3-804997519
S1-386550076	S2-953857311
S1-386550076	S3-650826969
S1-386550076	S3-593591292
S1-386550076	S3-821684016
S1-386550076	S2-851450543
S1-386550076	S3-395811222
S1-386550076	S2-504800599
S1-386550076	S3-681474487
S1-386550076	S3-400410906
S1-386550076	S3-707152993
S1-386550076	S3-799882504
S1-386550076	S2-310592027
S1-386550076	S2-155637994
S1-748867572	S3-179178329
S1-748867572	S2-631220695
S1-748867572	S3-726962279
S1-748867572	S2-573190638
S1-748867572	S2-272315491
S1-748867572	S2-731398500
S1-748867572	S2-883677973
S1-748867572	S3-652704458
S1-748867572	S3-897508330
S1-748867572	S2-8481877
S1-748867572	S3-434413127
S1-748867572	S2-439718765
S1-748867572	S3-404870835
S1-748867572	S3-528334570
S1-748867572	S3-580309019
S1-748867572	S2-832959781
S1-748867572	S2-605912419
S1-748867572	S2-891689945
S1-748867572	S3-998005988
S1-748867572	S2-503379333
S1-748867572	S2-288381474
S1-748867572	S3-18096391
S1-748867572	S3-698298966
S1-748867572	S2-693825523
S1-748867572	S3-968897289
S1-748867572	S3-827676518
S1-748867572	S3-19127584
S1-748867572	S2-797739239
S1-748867572	S2-548525915
S1-748867572	S2-169777024
S1-748867572	S2-464320557
S1-748867572	S2-292025329
S1-748867572	S3-184038280
S1-748867572	S3-35564971
S1-748867572	S2-539224471
S1-748867572	S2-142190454
S1-748867572	S3-341494805
S1-748867572	S3-281985627
S1-748867572	S3-332238282
S1-748867572	S2-118875766
S1-748867572	S3-664601597
S1-748867572	S3-586761433
S1-748867572	S2-816091853
S1-748867572	S3-94717504
S1-748867572	S2-636393115
S1-748867572	S3-656619113
S1-748867572	S3-433497811
S1-748867572	S3-765859129
S1-748867572	S2-18557465
S1-748867572	S3-919460607
S1-586802916	S3-876317807
S1-586802916	S2-463583099
S1-586802916	S3-677994013
S1-586802916	S3-178727963
S1-586802916	S3-687377127
S1-586802916	S3-246763893
S1-586802916	S2-970055378
S1-586802916	S3-465219070
S1-586802916	S3-367414779
S1-586802916	S3-117509795
S1-586802916	S3-415480808
S1-586802916	S3-710135825
S1-586802916	S2-537173799
S1-586802916	S3-841004219
S1-586802916	S2-44567780
S1-586802916	S3-150344776
S1-586802916	S3-677317796
S1-586802916	S3-276402649
S1-586802916	S2-941068402
S1-586802916	S2-83829047
S1-586802916	S3-892599765
S1-586802916	S3-3126448
S1-586802916	S2-1291827
S1-586802916	S3-748049815
S1-586802916	S2-214292269
S1-586802916	S2-6765972
S1-586802916	S3-190455328
S1-586802916	S3-879654926
S1-586802916	S2-956616455
S1-586802916	S2-504445324
S1-586802916	S2-529234828
S1-586802916	S2-991180611
S1-586802916	S2-900379003
S1-586802916	S2-933064002
S1-586802916	S3-688822920
S1-586802916	S2-867843414
S1-586802916	S3-512353791
S1-586802916	S2-722589032
S1-586802916	S3-914266404
S1-586802916	S2-824842174
S1-586802916	S3-792494207
S1-586802916	S3-502489315
S1-586802916	S3-175762194
S1-586802916	S3-632392003
S1-586802916	S3-614340144
S1-586802916	S3-523695038
S1-586802916	S3-830317763
S1-586802916	S2-448354119
S1-586802916	S3-293296441
S1-586802916	S3-772363302
S1-843199788	S3-162843413
S1-843199788	S2-659469104
S1-843199788	S2-629466393
S1-843199788	S3-586497664
S1-843199788	S2-563944797
S1-843199788	S3-751644206
S1-843199788	S2-63212610
S1-843199788	S3-543540905
S1-843199788	S3-749666703
S1-843199788	S3-863685005
S1-843199788	S2-450451576
S1-843199788	S3-488346839
S1-843199788	S3-328967427
S1-843199788	S2-12646753
S1-843199788	S3-335681201
S1-843199788	S2-621535020
S1-843199788	S2-450721474
S1-843199788	S2-659008083
S1-843199788	S2-934398537
S1-843199788	S2-955174524
S1-843199788	S2-571995509
S1-843199788	S3-550644310
S1-843199788	S2-686962323
S1-843199788	S2-638022376
S1-843199788	S3-451208408
S1-843199788	S3-388808834
S1-843199788	S2-361364517
S1-843199788	S3-428876443
S1-843199788	S3-247453497
S1-843199788	S2-221689670
S1-843199788	S2-791732035
S1-843199788	S2-162809911
S1-843199788	S3-236031788
S1-843199788	S2-84440745
S1-843199788	S3-897927480
S1-843199788	S3-476280808
S1-843199788	S2-37915948
S1-843199788	S3-840056195
S1-843199788	S2-621960749
S1-843199788	S3-474563277
S1-843199788	S2-786988846
S1-843199788	S3-879559195
S1-843199788	S2-20153393
S1-843199788	S3-435171628
S1-843199788	S3-113159442
S1-843199788	S2-198226220
S1-843199788	S2-358855638
S1-843199788	S3-803702546
S1-843199788	S3-769290472
S1-843199788	S2-398576823
S1-252570434	S3-780395818
S1-252570434	S3-788042948
S1-252570434	S3-874837651
S1-252570434	S3-736779430
S1-252570434	S2-689768993
S1-252570434	S3-317047386
S1-252570434	S2-537173799
S1-252570434	S2-464294353
S1-252570434	S3-869674570
S1-252570434	S3-480828385
S1-252570434	S2-655105736
S1-252570434	S3-404613688
S1-252570434	S3-778245687
S1-252570434	S2-334699467
S1-252570434	S3-980653264
S1-252570434	S2-423704496
S1-252570434	S2-556804291
S1-252570434	S3-720299982
S1-252570434	S2-448498481
S1-252570434	S2-886049759
S1-252570434	S3-121597783
S1-252570434	S2-894383038
S1-252570434	S2-593944503
S1-252570434	S3-581964611
S1-252570434	S3-79403614
S1-252570434	S2-303623888
S1-252570434	S3-174860654
S1-252570434	S3-266156713
S1-252570434	S3-29501667
S1-252570434	S3-459567382
S1-252570434	S3-816509045
S1-252570434	S3-131958995
S1-252570434	S2-926164954
S1-252570434	S3-664812619
S1-252570434	S2-242514743
S1-252570434	S2-480710783
S1-252570434	S2-287698402
S1-252570434	S2-585410334
S1-252570434	S2-847992560
S1-252570434	S2-122798400
S1-252570434	S2-901435066
S1-252570434	S3-108481120
S1-252570434	S2-331742995
S1-252570434	S3-370310275
S1-252570434	S3-671497875
S1-252570434	S3-977268137
S1-252570434	S2-822449630
S1-252570434	S3-687377127
S1-252570434	S3-702637165
S1-252570434	S3-624698782
S1-400898759	S3-112210786
S1-400898759	S2-561199584
S1-400898759	S2-812324624
S1-400898759	S3-181058643
S1-400898759	S2-165977841
S1-400898759	S3-188501764
S1-400898759	S3-884931447
S1-400898759	S2-75249345
S1-400898759	S2-725913561
S1-400898759	S2-645369587
S1-400898759	S2-506632924
S1-400898759	S3-853309450
S1-400898759	S3-259096978
S1-400898759	S3-729317914
S1-400898759	S2-669086589
S1-400898759	S3-930374934
S1-400898759	S3-939539598
S1-400898759	S2-568596781
S1-400898759	S3-806602453
S1-400898759	S3-515542573
S1-400898759	S2-51172764
S1-400898759	S3-968897289
S1-400898759	S2-768021392
S1-400898759	S2-817338404
S1-400898759	S3-771873969
S1-400898759	S2-732278420
S1-400898759	S2-586181990
S1-400898759	S2-691481041
S1-400898759	S2-624543621
S1-400898759	S3-847302425
S1-400898759	S3-763142205
S1-400898759	S3-172596129
S1-400898759	S3-799639878
S1-400898759	S3-782790612
S1-400898759	S2-283831190
S1-400898759	S2-347067217
S1-400898759	S2-779317538
S1-400898759	S2-2974032
S1-400898759	S2-494724908
S1-400898759	S3-916413466
S1-400898759	S2-829673170
S1-400898759	S3-46299248
S1-400898759	S2-213883587
S1-400898759	S2-269747259
S1-400898759	S2-688461684
S1-400898759	S2-168166261
S1-400898759	S3-426774798
S1-400898759	S2-636649553
S1-400898759	S2-29878311
S1-400898759	S2-26772200
S1-92120993	S3-294886213
S1-92120993	S2-490821141
S1-92120993	S2-533054080
S1-92120993	S3-974592399
S1-92120993	S2-430605888
S1-92120993	S2-183443531
S1-92120993	S2-380444730
S1-92120993	S3-967019653
S1-92120993	S2-398111671
S1-92120993	S3-187785405
S1-92120993	S2-466036489
S1-92120993	S3-232965838
S1-92120993	S3-389110422
S1-92120993	S3-910174233
S1-92120993	S2-127167766
S1-92120993	S2-918473326
S1-92120993	S2-917089438
S1-92120993	S2-89140728
S1-92120993	S3-854363024
S1-92120993	S3-471490543
S1-92120993	S3-683275804
S1-92120993	S3-350678001
S1-92120993	S3-836956942
S1-92120993	S2-27559629
S1-92120993	S3-500452745
S1-92120993	S3-813435809
S1-92120993	S2-842202554
S1-92120993	S3-78473192
S1-92120993	S3-90647349
S1-92120993	S3-421845319
S1-92120993	S3-643607727
S1-92120993	S2-336563181
S1-92120993	S2-636649553
S1-92120993	S3-321925642
S1-92120993	S3-744781811
S1-92120993	S2-298743570
S1-92120993	S3-456578501
S1-92120993	S3-712814373
S1-92120993	S3-975045917
S1-92120993	S2-957086610
S1-92120993	S2-577085797
S1-92120993	S2-306430100
S1-92120993	S2-612036878
S1-92120993	S2-267476618
S1-92120993	S2-976577942
S1-92120993	S3-865555337
S1-92120993	S3-329341323
S1-92120993	S2-674474128
S1-92120993	S2-17288970
S1-92120993	S3-105714046
S1-734475733	S2-163768752
S1-734475733	S3-445245176
S1-734475733	S3-281881400
S1-734475733	S2-356104535
S1-734475733	S3-924158204
S1-734475733	S2-163851790
S1-734475733	S2-466036489
S1-734475733	S3-792491090
S1-734475733	S3-352283602
S1-734475733	S3-521304055
S1-734475733	S3-276652046
S1-734475733	S3-365553731
S1-734475733	S2-304702555
S1-734475733	S3-490532333
S1-734475733	S3-703087391
S1-734475733	S2-296553788
S1-734475733	S3-68085626
S1-734475733	S3-868989498
S1-734475733	S2-858254200
S1-734475733	S3-319859873
S1-734475733	S2-967694413
S1-734475733	S2-479129451
S1-734475733	S3-742115624
S1-734475733	S3-76443798
S1-734475733	S2-384761898
S1-734475733	S3-879016224
S1-734475733	S2-64393316
S1-734475733	S3-419537998
S1-734475733	S3-762773424
S1-734475733	S3-262986755
S1-734475733	S2-750130037
S1-734475733	S3-318750675
S1-734475733	S3-614426959
S1-734475733	S3-93468478
S1-734475733	S3-49979862
S1-734475733	S2-325003243
S1-734475733	S3-69536652
S1-734475733	S3-980668663
S1-734475733	S2-901369429
S1-734475733	S2-413009622
S1-734475733	S3-907201458
S1-734475733	S3-938659687
S1-734475733	S2-424578396
S1-734475733	S3-393556355
S1-734475733	S2-96559834
S1-734475733	S3-560147867
S1-734475733	S3-35564971
S1-734475733	S3-956874465
S1-734475733	S2-660390669
S1-734475733	S2-639485230
S1-34603018	S3-438405137
S1-34603018	S3-162199234
S1-34603018	S3-68953666
S1-34603018	S2-487661454
S1-34603018	S2-763827949
S1-34603018	S2-849068661
S1-34603018	S3-539328272
S1-34603018	S3-892087197
S1-34603018	S2-229263827
S1-34603018	S3-588249082
S1-34603018	S3-425002410
S1-34603018	S3-724037572
S1-34603018	S2-217417609
S1-34603018	S2-698930639
S1-34603018	S3-338845273
S1-34603018	S2-764984734
S1-34603018	S3-465151125
S1-34603018	S2-315544858
S1-34603018	S2-370593485
S1-34603018	S2-580261007
S1-34603018	S3-523427506
S1-34603018	S3-135506976
S1-34603018	S2-752175640
S1-34603018	S3-453728630
S1-34603018	S3-749951584
S1-34603018	S3-371449099
S1-34603018	S3-183943233
S1-34603018	S3-297830657
S1-34603018	S2-65362385
S1-34603018	S2-578236428
S1-34603018	S3-174491994
S1-34603018	S3-161893427
S1-34603018	S2-567160179
S1-34603018	S3-452353938
S1-34603018	S3-589832210
S1-34603018	S2-930687881
S1-34603018	S3-877695330
S1-34603018	S2-298299906
S1-34603018	S3-662979506
S1-34603018	S2-384121848
S1-34603018	S3-529164575
S1-34603018	S2-659689157
S1-34603018	S3-3619598
S1-34603018	S2-18312089
S1-34603018	S2-398406191
S1-34603018	S3-953260778
S1-34603018	S2-856953008
S1-34603018	S3-57520827
S1-34603018	S3-934665306
S1-34603018	S2-861325973
S1-421140629	S2-94497003
S1-421140629	S3-629701740
S1-421140629	S3-293296441
S1-421140629	S3-379138037
S1-421140629	S3-125287699
S1-421140629	S2-336314267
S1-421140629	S2-717741003
S1-421140629	S2-189477861
S1-421140629	S3-417703810
S1-421140629	S3-316562261
S1-421140629	S2-859958760
S1-421140629	S2-999318784
S1-421140629	S3-324065996
S1-421140629	S2-871915738
S1-421140629	S3-430156347
S1-421140629	S3-873207378
S1-421140629	S2-647591673
S1-421140629	S2-76002383
S1-421140629	S3-256202694
S1-421140629	S3-972239652
S1-421140629	S3-351683971
S1-421140629	S2-108558461
S1-421140629	S3-858871234
S1-421140629	S3-237065288
S1-421140629	S2-746483442
S1-421140629	S2-974780963
S1-421140629	S2-359999327
S1-421140629	S2-344973006
S1-421140629	S3-569122442
S1-421140629	S3-529504723
S1-421140629	S2-245416735
S1-421140629	S3-90816667
S1-421140629	S2-36292406
S1-421140629	S3-471178365
S1-421140629	S2-184792416
S1-421140629	S3-874531872
S1-421140629	S3-18392679
S1-421140629	S2-867500039
S1-421140629	S3-196729968
S1-421140629	S3-971614046
S1-421140629	S2-452024092
S1-421140629	S2-189821369
S1-421140629	S2-801520510
S1-421140629	S3-303555062
S1-421140629	S3-98376267
S1-421140629	S3-436132527
S1-421140629	S3-401730059
S1-421140629	S2-548526768
S1-421140629	S3-770494572
S1-421140629	S3-102788938
S1-61939087	S3-522899841
S1-61939087	S2-421905325
S1-61939087	S3-230100035
S1-61939087	S2-57565237
S1-61939087	S3-535933616
S1-61939087	S3-429434793
S1-61939087	S2-358520598
S1-61939087	S2-465649082
S1-61939087	S3-853309450
S1-61939087	S3-119420975
S1-61939087	S2-409370565
S1-61939087	S3-741403272
S1-61939087	S3-792491090
S1-61939087	S2-725373367
S1-61939087	S2-375590937
S1-61939087	S2-522145854
S1-61939087	S2-63671537
S1-61939087	S2-798920285
S1-61939087	S2-449812597
S1-61939087	S2-899013052
S1-61939087	S3-76563486
S1-61939087	S2-27682958
S1-61939087	S2-132490191
S1-61939087	S2-330903422
S1-61939087	S2-639456855
S1-61939087	S3-537817858
S1-61939087	S3-396024428
S1-61939087	S3-905060032
S1-61939087	S2-947313818
S1-61939087	S3-925613784
S1-61939087	S2-359999327
S1-61939087	S3-881497081
S1-61939087	S3-69377277
S1-61939087	S3-641231253
S1-61939087	S3-148447620
S1-61939087	S3-573553097
S1-61939087	S2-929796726
S1-61939087	S2-909465811
S1-61939087	S2-814689684
S1-61939087	S3-466403313
S1-61939087	S2-756612402
S1-61939087	S2-299296375
S1-61939087	S2-372944789
S1-61939087	S2-886794092
S1-61939087	S2-434170203
S1-61939087	S2-152466654
S1-61939087	S3-754054662
S1-61939087	S3-649197742
S1-61939087	S2-654828668
S1-61939087	S3-34941506
S1-328875820	S2-83298080
S1-328875820	S2-715445055
S1-328875820	S2-89213247
S1-328875820	S3-458147276
S1-328875820	S3-131107882
S1-328875820	S3-470967888
S1-328875820	S3-116575160
S1-328875820	S2-160221902
S1-328875820	S2-831772790
S1-328875820	S3-5035633
S1-328875820	S3-484517404
S1-328875820	S3-81271385
S1-328875820	S3-441793162
S1-328875820	S2-22494953
S1-328875820	S3-112364714
S1-328875820	S2-162607342
S1-328875820	S2-372947650
S1-328875820	S3-644589287
S1-328875820	S3-423818660
S1-328875820	S3-206631680
S1-328875820	S2-175763455
S1-328875820	S3-517053389
S1-328875820	S3-612512649
S1-328875820	S3-379480369
S1-328875820	S3-783292436
S1-328875820	S3-597078852
S1-328875820	S3-340648940
S1-328875820	S3-212576532
S1-328875820	S2-935347509
S1-328875820	S2-27774491
S1-328875820	S3-350750531
S1-328875820	S2-256023643
S1-328875820	S2-277321971
S1-328875820	S3-294508494
S1-328875820	S3-521272554
S1-328875820	S2-879341119
S1-328875820	S3-249666672
S1-328875820	S3-891831435
S1-328875820	S3-192678983
S1-328875820	S3-89412708
S1-328875820	S3-343486153
S1-328875820	S3-681252967
S1-328875820	S3-415335938
S1-328875820	S3-896239733
S1-328875820	S3-799846673
S1-328875820	S2-218679455
S1-93843316	S3-807887946
S1-93843316	S2-839706772
S1-93843316	S2-835653830
S1-93843316	S2-563073
S1-93843316	S2-706837186
S1-93843316	S3-771970278
S1-93843316	S3-594590240
S1-93843316	S3-151418204
S1-93843316	S2-221787470
S1-93843316	S3-557169529
S1-93843316	S3-44390347
S1-93843316	S2-69954254
S1-93843316	S2-992379304
S1-93843316	S3-904326456
S1-93843316	S2-460467570
S1-93843316	S2-505186857
S1-93843316	S3-224724256
S1-93843316	S3-742416681
S1-93843316	S3-260526660
S1-93843316	S2-642266846
S1-93843316	S2-56003737
S1-93843316	S2-99842444
S1-93843316	S3-774510322
S1-93843316	S2-64522515
S1-93843316	S3-573712094
S1-93843316	S3-701467166
S1-93843316	S3-735136410
S1-93843316	S3-492819576
S1-93843316	S2-936957397
S1-93843316	S2-374741323
S1-93843316	S3-578532229
S1-93843316	S3-816866891
S1-93843316	S2-996953199
S1-93843316	S3-257517051
S1-93843316	S2-473076851
S1-93843316	S2-109420651
S1-93843316	S2-828709692
S1-93843316	S3-822758304
S1-93843316	S2-169885915
S1-93843316	S3-55480489
S1-93843316	S2-344851799
S1-93843316	S3-906593213
S1-93843316	S2-823670356
S1-93843316	S3-79279747
S1-93843316	S2-553685635
S1-93843316	S3-458276210
S1-93843316	S3-250080216
S1-93843316	S3-601658236
S1-93843316	S2-599508146
S1-93843316	S3-526379426
S1-243964430	S2-352204337
S1-243964430	S2-161432924
S1-243964430	S2-976053921
S1-243964430	S2-92136140
S1-243964430	S2-170387867
S1-243964430	S2-697933702
S1-243964430	S2-301403259
S1-243964430	S3-518491312
S1-243964430	S3-663677222
S1-243964430	S3-743928992
S1-243964430	S2-4049488
S1-243964430	S3-27506675
S1-243964430	S3-135733324
S1-243964430	S3-546632912
S1-243964430	S3-190455328
S1-243964430	S3-662704706
S1-243964430	S2-769882724
S1-243964430	S3-852756133
S1-243964430	S2-30922289
S1-243964430	S3-243421553
