source1_entity_id	matched_entity_ids
S1-237349399	S3-5913767,S3-727677120,S3-752350413
S1-251910741	S2-930977422,S3-830309493
S1-26895703	S3-160266941,S3-265226738,S3-783412388
S1-781103531	S3-124985388
S1-766065023	S2-155017593,S3-389196434,S3-749813412
S1-287054505	S2-387835753,S2-645081203,S3-581173831,S3-86015745
S1-91376895	S2-221008466,S3-900851657
S1-896507413	S2-220447747,S2-505379864,S3-20014743,S3-597887235
S1-708650047	
S1-900266870	S2-367315504,S2-494407778
S1-77242710	S2-142708346,S3-368456951,S3-579611758
S1-175157350	S2-35990836,S2-70843907,S2-770737964,S2-873479366,S3-62487358
S1-868534636	S2-102009837,S2-213342835,S3-701467166,S3-816866891,S3-828041254
S1-506616855	S2-616546129,S2-763242816,S3-156785651,S3-553018477,S3-554312555
S1-852814239	S2-825593787
S1-460943174	
S1-860787094	S2-48817210,S3-274156141
S1-10580196	S2-34357118,S2-806153030,S3-449154622,S3-736117903
S1-963274337	S2-272873790,S2-446930748,S3-940110775
S1-356575341	S2-898748309,S3-121040654,S3-194611471
S1-790108889	S2-734183474,S3-807007721
S1-854054479	
S1-933589924	
S1-268709477	S2-651843716,S2-876606034,S3-299234423,S3-346824940,S3-850630297
S1-424158750	S2-567418524,S3-382878313,S3-412802247
S1-448291320	S2-245901527,S2-302323060,S2-380211955,S3-635368177
S1-927050231	S2-198607490,S3-608509462,S3-626806149
S1-905106256	S3-235644811,S3-468668668,S3-493282980
S1-43179162	S2-120023144,S2-815974424,S3-390487584,S3-801248360
S1-328828277	S2-350086796,S2-571164874,S3-304478476,S3-761215046
S1-940169277	S2-670416036,S2-765562924,S3-796149383
S1-573427830	S2-140481620,S3-309315952
S1-949050538	S2-405531401,S2-406810865,S2-569448794,S2-786472208,S3-485150334,S3-492426669
S1-286101444	S2-478435478,S2-79917819,S2-982780815,S3-800957565
S1-37388827	S3-277821506,S3-368210811,S3-825947548
S1-446225826	S2-207294263,S2-54053377,S2-843558420,S3-220186083,S3-352324784,S3-79486964
S1-736969873	S2-510042048,S2-695759722,S2-920398532,S3-618524114,S3-69609194,S3-910481787
S1-133902932	S2-763470160,S3-323523450,S3-702219540,S3-743717620
S1-342223702	S2-601304093,S2-674769801,S2-912995593
S1-996966863	S2-721194052,S2-878795478,S3-279978205,S3-597801641,S3-842080279
S1-495551624	S2-467602358,S3-509147535,S3-630125731
S1-514444026	S2-579197774,S2-65837570,S2-723119802,S3-452941833,S3-763047849
S1-15576435	S3-127354316,S3-56400796,S3-595733963,S3-666528741
S1-912114336	S2-241737906,S3-267392929,S3-623673269,S3-820111364
S1-551615800	S2-215703608,S2-22476218,S2-296702818,S3-518989322,S3-546998874,S3-563157578,S3-968806559
S1-11200670	S2-177604414,S2-25447874,S2-369084871,S2-738200287,S3-244281758,S3-71207220
S1-965524997	
S1-797453242	S2-542190910,S2-814147029,S3-276412206,S3-40377827,S3-786914043,S3-865263494
S1-66521471	S2-37948874,S2-467678357,S3-242611697,S3-369626098,S3-576246957
S1-343753883	S2-864258832,S3-806781586,S3-815974584
S1-331873768	S3-281429709,S3-355618840
S1-743842828	S2-162840285,S3-307443730,S3-317125176
S1-57328953	S3-168948,S3-53446548,S3-798425927,S3-915725003
S1-781264920	S2-329213774,S2-847623484,S3-36824892
S1-166440928	S2-157507310,S2-696672788,S3-212466187
S1-426137654	S3-321244810,S3-517135813
S1-83679816	S2-779517126,S2-912532342,S3-405978591,S3-86915556
S1-786985867	
S1-616475804	S2-579645614,S2-697305117,S2-976236968
S1-524347427	S2-46880115,S2-754052979,S3-303550858,S3-861922066
S1-228806910	
S1-285451793	S2-152166487,S2-441216250,S3-120585447,S3-799729676
S1-890237042	S2-243586118,S3-886603461
S1-117047297	S2-72804007,S3-123086714,S3-436977034,S3-782456081
S1-15105893	S2-331353744,S3-186654634,S3-902049188
S1-624983672	S2-467840850,S2-66196373,S2-880548117,S2-976577942,S3-363585027,S3-845097458,S3-931804603
S1-145485432	S2-13808676,S2-488475367,S2-634532139,S3-363174297,S3-546652758
S1-918127060	S2-738463284,S2-801608659
S1-597079008	S2-795274572,S3-386233034,S3-509436145
S1-146312018	S2-33125209,S2-674092319,S2-80272729,S2-903060443,S3-800549082
S1-91646506	S2-30125547,S2-509013322,S3-186651762,S3-327808564,S3-881324999
S1-343340671	S2-355136487,S2-514131258,S2-659078314,S3-134805820
S1-964043943	S2-134576009,S3-688260510
S1-969793169	S2-222503340,S2-776472199,S2-784328059,S3-502179780,S3-892224292,S3-950476804
S1-682844169	S2-614739100,S2-971786365,S3-311772041,S3-863172260
S1-396923246	S2-55463095,S3-721218343,S3-722311611
S1-128777239	S2-541493234,S3-597241168,S3-812276599
S1-781048233	S2-383624316,S2-486325875,S3-592262902
S1-608369126	S2-941068402,S3-367414779
S1-673686433	S2-869581219,S3-161083555,S3-480159282
S1-623177460	
S1-446442890	S2-23793272,S2-398586515,S2-408831827
S1-756532295	S2-220702891,S2-291052369,S2-643237415,S2-660432026,S3-838888736,S3-870310984
S1-229036658	S2-250168979,S2-852127544,S2-953857311,S3-340140608,S3-400410906
S1-112998882	S2-117547978,S2-683423806,S3-107221991,S3-650253746,S3-864464833
S1-766278627	S2-569382122,S2-572506212,S3-637521983
S1-389061762	S2-384479925,S2-514004063,S2-85688632,S3-47173868
S1-351106191	S2-131275777,S3-416693816
S1-959673805	S2-260843358,S2-965431294,S3-565138211,S3-80197339,S3-936302297
S1-918368145	S2-648346180,S2-825657399,S3-971686579,S3-984340352
S1-430513984	S2-245891108,S2-820388259,S2-860350267,S3-325132240,S3-587486578
S1-867672249	S2-71609308,S3-632096639
S1-130957177	S2-408866262,S3-506259467,S3-537445841,S3-585852181,S3-923212746
