source1_entity_id	candidate_entity_ids
S1-859649679	S2-101382605,S2-129979699,S2-136901284,S2-14100217,S2-153080655,S2-193904894,S2-216344412,S2-229523678,S2-231648880,S2-257266208,S2-288658711,S2-28956993,S2-315943688,S2-330754810,S2-343152285,S2-352623889,S2-359424403,S2-387835753,S2-38967620,S2-402152075,S2-414640650,S2-422114461,S2-429393081,S2-439027465,S2-440409042,S2-468833882,S2-472567993,S2-479672062,S2-48537853,S2-487270276,S2-495677897,S2-510314780,S2-517075475,S2-547412962,S2-586785199,S2-589881795,S2-595665211,S2-619778756,S2-630579272,S2-645081203,S2-652801523,S2-674688387,S2-717474546,S2-723907770,S2-761653886,S2-770398305,S2-776108614,S2-77617110,S2-780547093,S2-790805433,S2-863395187,S2-875324916,S2-885817988,S2-927510403,S2-940571970,S2-94313960,S2-969880193,S3-138378521,S3-143560257,S3-161260530,S3-174036202,S3-174491994,S3-182494616,S3-185368538,S3-185675242,S3-189736509,S3-194290621,S3-223975181,S3-25246144,S3-257652798,S3-258029988,S3-280262501,S3-282205144,S3-286106440,S3-291502909,S3-296424044,S3-333203035,S3-346227482,S3-354651152,S3-357515885,S3-358798455,S3-376278498,S3-398927335,S3-405033251,S3-413835820,S3-417338352,S3-441780973,S3-446153310,S3-460434158,S3-461935430,S3-464443424,S3-470967888,S3-473240785,S3-489212155,S3-551575520,S3-577195301,S3-581173831,S3-632465932,S3-638474188,S3-639445268,S3-651058943,S3-656756350,S3-66628951,S3-686401827,S3-702377636,S3-720901503,S3-720960773,S3-758933392,S3-769420874,S3-777068284,S3-777663931,S3-780315611,S3-785125427,S3-792519134,S3-794324526,S3-803062649,S3-814897633,S3-837404677,S3-854887663,S3-86015745,S3-866200589,S3-876679255,S3-912232319,S3-929487580,S3-946443220,S3-959746398,S3-965459174,S3-974692977
S1-296237987	S2-113063958,S2-116503479,S2-122876908,S2-153307795,S2-178848368,S2-17945174,S2-185491939,S2-204384851,S2-217579928,S2-251573774,S2-295269396,S2-304702555,S2-324239699,S2-339087181,S2-34362543,S2-353285088,S2-375167933,S2-390131914,S2-454956556,S2-459241957,S2-463894094,S2-486229279,S2-50524676,S2-514093866,S2-536259295,S2-556835800,S2-630907660,S2-641484158,S2-645226173,S2-66362484,S2-664651037,S2-678388180,S2-683851916,S2-688954807,S2-693988513,S2-694542887,S2-76500671,S2-801520510,S2-92568059,S2-951215118,S3-105400224,S3-105734734,S3-299276044,S3-332787418,S3-344634211,S3-361475502,S3-381754974,S3-389981684,S3-406403184,S3-43549053,S3-461124652,S3-473615960,S3-496505048,S3-525656014,S3-529884112,S3-554735935,S3-643218783,S3-649638197,S3-660962904,S3-70941614,S3-722955597,S3-734255766,S3-739124653,S3-754931558,S3-778853198,S3-799882504,S3-811620250,S3-98129988
S1-511076246	S2-100727491,S2-129246836,S2-252714061,S2-253161540,S2-260324268,S2-281080618,S2-301578408,S2-343018791,S2-351981889,S2-380667580,S2-390722669,S2-453208682,S2-461454382,S2-466991690,S2-487152670,S2-48817210,S2-491675548,S2-49304273,S2-501897445,S2-515963441,S2-558782717,S2-585650677,S2-635937646,S2-642953301,S2-710386119,S2-75077134,S2-752334650,S2-778141895,S2-840923095,S2-856990334,S2-862381500,S2-883274756,S2-90622985,S2-91667310,S2-927510403,S2-933172491,S2-962443507,S2-971548298,S2-992358858,S3-100535319,S3-256664217,S3-274160205,S3-330612594,S3-460884632,S3-477463068,S3-867033647,S3-974312382
S1-176616076	S2-104120740,S2-132174986,S2-168981801,S2-191665885,S2-198613167,S2-227047823,S2-256277964,S2-26777433,S2-275625371,S2-285738926,S2-294405479,S2-32995915,S2-371223889,S2-400041945,S2-418905490,S2-490011537,S2-501897445,S2-503381842,S2-506086963,S2-513798741,S2-534126090,S2-540611555,S2-554119899,S2-582880924,S2-583741238,S2-586421492,S2-610896574,S2-6324875,S2-640817527,S2-651524412,S2-679266499,S2-691957051,S2-724790407,S2-740974640,S2-784068694,S2-819756590,S2-822171796,S2-838952954,S2-868511665,S2-873433740,S2-91226599,S2-934912346,S2-936496212,S2-979134871,S2-979770189,S2-986925315,S2-998174965,S3-119223086,S3-121536610,S3-150657366,S3-154475994,S3-177603032,S3-187609274,S3-321382764,S3-403709069,S3-412507701,S3-437107303,S3-488987923,S3-50413176,S3-512889798,S3-521272554,S3-533334072,S3-57520827,S3-5825590,S3-673213289,S3-692422930,S3-69294053,S3-704252321,S3-717822860,S3-720138961,S3-741226018,S3-760570409,S3-806456072,S3-815259954,S3-834252487,S3-8348850,S3-841073006,S3-86502669,S3-891744020,S3-89638034,S3-911374266,S3-921920361,S3-940389230,S3-940927699,S3-956977855
S1-720812004	S2-107171098,S2-129246836,S2-144838333,S2-156981301,S2-168855590,S2-177124233,S2-180415946,S2-20153393,S2-202519302,S2-213524804,S2-215880214,S2-221691402,S2-231648880,S2-233185258,S2-235979321,S2-248096973,S2-248915369,S2-267867558,S2-298093498,S2-302103700,S2-305168541,S2-3208782,S2-321958715,S2-341758664,S2-376101974,S2-386614153,S2-386874693,S2-390041901,S2-402847348,S2-408866262,S2-4284069,S2-441367107,S2-46538043,S2-468391282,S2-471070605,S2-472574606,S2-476594389,S2-490129592,S2-49177477,S2-493722178,S2-497106388,S2-499080729,S2-523541811,S2-529432442,S2-554301957,S2-566025165,S2-570984447,S2-57319272,S2-603458950,S2-6174870,S2-619270256,S2-638101317,S2-648083684,S2-711120231,S2-72995198,S2-737533465,S2-744390458,S2-751029002,S2-765018827,S2-770398305,S2-775113587,S2-791785430,S2-796531268,S2-801134662,S2-801136189,S2-80731622,S2-820674042,S2-833716779,S2-853560661,S2-891547877,S2-90470340,S2-908653905,S2-909428369,S2-918382864,S2-954546007,S2-963341382,S2-974643076,S2-975287503,S2-995208280,S3-103619971,S3-10542964,S3-105832172,S3-117105697,S3-123168304,S3-188749237,S3-238042102,S3-262907381,S3-263528154,S3-299859755,S3-330656133,S3-332945061,S3-338252003,S3-352472747,S3-377075780,S3-384790974,S3-385935703,S3-425105238,S3-427743966,S3-441892233,S3-449317669,S3-466883105,S3-473712597,S3-490891145,S3-505607284,S3-532270934,S3-556989280,S3-559064741,S3-559728240,S3-580127796,S3-600392906,S3-602718676,S3-626174794,S3-655622068,S3-655860375,S3-664064703,S3-693232035,S3-723920741,S3-750476492,S3-7539744,S3-76195516,S3-804943505,S3-834610016,S3-894170684,S3-904781875,S3-917272773,S3-920415941,S3-987433751
S1-888728503	S2-101316074,S2-106704991,S2-119543399,S2-174949950,S2-2065988,S2-240593794,S2-255709652,S2-27559629,S2-298743570,S2-331547391,S2-351235393,S2-380745491,S2-410056618,S2-421535198,S2-423365706,S2-440348744,S2-442379267,S2-477415096,S2-495368974,S2-512366806,S2-514131258,S2-518360380,S2-531354151,S2-533128851,S2-558423124,S2-559719590,S2-569372334,S2-579436191,S2-594557830,S2-612873942,S2-627390860,S2-631059968,S2-636426524,S2-658599356,S2-683187143,S2-684996088,S2-701873861,S2-703151156,S2-822352586,S2-903636910,S2-930078004,S2-951366825,S2-956107214,S2-966870365,S2-994075397,S3-109760215,S3-114036746,S3-140637158,S3-148950695,S3-17325577,S3-195718192,S3-206420327,S3-286532146,S3-314368212,S3-371674149,S3-454020604,S3-488927594,S3-489829964,S3-505762260,S3-615285354,S3-628159316,S3-658367585,S3-695226866,S3-698325469,S3-748425071,S3-754550143,S3-754931558,S3-766019469,S3-779858601,S3-781666339,S3-782768711,S3-786605790,S3-801184026,S3-809029589,S3-821684016,S3-84023392,S3-874531872,S3-932789987,S3-972336122,S3-975045917
S1-56622125	S2-106063416,S2-112277133,S2-135628827,S2-142295551,S2-151665821,S2-157264852,S2-199924387,S2-201442439,S2-201524627,S2-205751951,S2-249511951,S2-264177135,S2-276079599,S2-305266914,S2-30596657,S2-316408957,S2-321093021,S2-327785594,S2-329222057,S2-337287946,S2-340382132,S2-362609249,S2-369183896,S2-381280185,S2-386874693,S2-38967620,S2-409158734,S2-41723122,S2-430698050,S2-449918543,S2-48974633,S2-526241461,S2-542042196,S2-581663019,S2-585292686,S2-587415189,S2-623662121,S2-633381170,S2-644437072,S2-650237643,S2-665427142,S2-669656859,S2-687882951,S2-708392500,S2-712354540,S2-728042431,S2-755517043,S2-758308282,S2-81168690,S2-820114399,S2-839750178,S2-841615810,S2-842292891,S2-860350267,S2-867266651,S2-872790152,S2-879348301,S2-904197000,S2-922622641,S2-929501436,S2-932492957,S2-943990683,S2-945917348,S2-985379371,S3-101401588,S3-114534237,S3-116256716,S3-127289081,S3-157481495,S3-162574620,S3-169590301,S3-196083993,S3-2677141,S3-279812093,S3-33459694,S3-351152963,S3-352472747,S3-352775090,S3-370122142,S3-403223937,S3-407524730,S3-426573719,S3-431601726,S3-443268316,S3-456424446,S3-456941706,S3-46025111,S3-464112634,S3-519061766,S3-53518067,S3-537419557,S3-549980278,S3-556986578,S3-57907853,S3-602483383,S3-610273510,S3-613814503,S3-628408994,S3-630335888,S3-643267533,S3-651790413,S3-654401889,S3-662987550,S3-683570413,S3-690341042,S3-738311205,S3-783292436,S3-786592707,S3-803013209,S3-813523172,S3-827049792,S3-83616705,S3-839747465,S3-850319729,S3-862513181,S3-875976353,S3-886898831,S3-892208576,S3-898236286,S3-90515555,S3-913545840,S3-945230879,S3-946443220,S3-969850098,S3-971067777,S3-998511460
S1-858859994	S2-120256320,S2-132861537,S2-170493301,S2-220702891,S2-23692283,S2-283256722,S2-291052369,S2-294000697,S2-294339310,S2-436712431,S2-456692750,S2-541846513,S2-54689249,S2-571109717,S2-580099140,S2-595077757,S2-596494236,S2-655696844,S2-660432026,S2-828414109,S2-8708548,S2-906301591,S2-946643847,S2-96377146,S2-990120738,S3-137460392,S3-182354267,S3-212415157,S3-236708703,S3-286366713,S3-289350669,S3-308167517,S3-332609613,S3-435104966,S3-471406258,S3-512340800,S3-535535589,S3-559978336,S3-638498826,S3-63974457,S3-641192140,S3-688578211,S3-703747401,S3-825454785,S3-838888736,S3-868928140,S3-869665143,S3-923365228,S3-972866397,S3-98690032,S3-992816614
S1-438777523	S2-101661869,S2-10612159,S2-122798400,S2-132811405,S2-137825625,S2-141183032,S2-149790923,S2-152522896,S2-16863406,S2-242514743,S2-287698402,S2-294148111,S2-331742995,S2-36629105,S2-384479925,S2-467031091,S2-473627696,S2-480710783,S2-506294145,S2-514004063,S2-51446078,S2-533318511,S2-533574928,S2-537639366,S2-550147966,S2-571058179,S2-573391180,S2-57342550,S2-585410334,S2-598712408,S2-647338340,S2-657038962,S2-668486855,S2-696233561,S2-704161970,S2-71564990,S2-79153933,S2-803918371,S2-80920341,S2-822091394,S2-822449630,S2-828229378,S2-847992560,S2-85392043,S2-869351003,S2-875741801,S2-879465762,S2-897130762,S2-901435066,S2-912888794,S2-926164954,S2-95998181,S2-964624564,S2-968289259,S2-977102103,S3-108481120,S3-131958995,S3-132879457,S3-134005778,S3-162666733,S3-163523173,S3-168733158,S3-170197415,S3-174860654,S3-194993293,S3-240204443,S3-24462441,S3-251508043,S3-266156713,S3-29501667,S3-320082865,S3-335805645,S3-337541778,S3-370310275,S3-382543214,S3-412205465,S3-427380869,S3-429003337,S3-448637357,S3-449217793,S3-459567382,S3-46043796,S3-47173868,S3-489987232,S3-496225786,S3-523476282,S3-530977049,S3-540273900,S3-572277034,S3-579240292,S3-589342278,S3-605592760,S3-617123652,S3-620102288,S3-624698782,S3-647027547,S3-656319339,S3-664812619,S3-669869416,S3-671497875,S3-68645952,S3-687377127,S3-692501761,S3-694439066,S3-702637165,S3-702940452,S3-703039293,S3-728261759,S3-761303907,S3-800549082,S3-816509045,S3-819106114,S3-824769904,S3-837432237,S3-842083806,S3-86395009,S3-869956716,S3-876672411,S3-90871336,S3-917370758,S3-933899461,S3-941259845,S3-944903037,S3-960057010,S3-968836739,S3-977268137
S1-202359521	S2-104613660,S2-10612159,S2-122798400,S2-242514743,S2-287698402,S2-294148111,S2-329139148,S2-331742995,S2-36061379,S2-36629105,S2-379560103,S2-412569369,S2-465850515,S2-467031091,S2-473879873,S2-480710783,S2-550147966,S2-565620456,S2-571058179,S2-57342550,S2-577728843,S2-585410334,S2-585475628,S2-637837907,S2-661766071,S2-696233561,S2-704156618,S2-705124518,S2-70843907,S2-721459749,S2-779770997,S2-796056399,S2-804343171,S2-809263359,S2-822449630,S2-847992560,S2-864033356,S2-901435066,S2-905332462,S2-908651346,S2-926164954,S2-952179806,S2-964624564,S3-108481120,S3-128384129,S3-131958995,S3-132879457,S3-140146130,S3-14054909,S3-147711174,S3-160762254,S3-168733158,S3-174860654,S3-251508043,S3-266156713,S3-289347315,S3-29501667,S3-337541778,S3-370310275,S3-384966332,S3-426871795,S3-427380869,S3-459567382,S3-472884809,S3-494410612,S3-569085578,S3-572277034,S3-579240292,S3-589342278,S3-615960926,S3-624698782,S3-647027547,S3-664812619,S3-671497875,S3-687377127,S3-688680940,S3-700198293,S3-702637165,S3-762895097,S3-770372410,S3-791098734,S3-792285358,S3-800549082,S3-816509045,S3-834283518,S3-842083806,S3-851328079,S3-85653264,S3-86395009,S3-892024955,S3-90871336,S3-956099461,S3-966266456,S3-968592199,S3-977268137,S3-978961956
S1-739429454	S2-107089037,S2-132310962,S2-148813218,S2-16091054,S2-214016127,S2-221142345,S2-300980229,S2-32593428,S2-351154364,S2-362804159,S2-384146739,S2-392366495,S2-401097610,S2-422292561,S2-43999783,S2-487152670,S2-507404002,S2-516885641,S2-546995218,S2-564899813,S2-598072554,S2-623089040,S2-636479615,S2-650330400,S2-694047799,S2-744390458,S2-755720559,S2-798151,S2-799056269,S2-812839207,S2-823748460,S2-82822431,S2-850214756,S2-87728540,S2-908653905,S2-930220105,S2-935774526,S3-107197625,S3-147483194,S3-154807971,S3-156262205,S3-180722006,S3-230234288,S3-253322281,S3-299893950,S3-355696140,S3-390924743,S3-510393955,S3-531764367,S3-593845391,S3-616862440,S3-651226938,S3-687458222,S3-717044341,S3-737304400,S3-775579639,S3-796673341,S3-860606824,S3-929063348,S3-940465385,S3-952342593,S3-991993487
S1-60889636	S2-102918911,S2-106063416,S2-121460878,S2-144219316,S2-148325253,S2-148391483,S2-151665821,S2-157822570,S2-158818962,S2-201524627,S2-204008682,S2-211940200,S2-215880214,S2-232379823,S2-254947561,S2-295465603,S2-305168541,S2-321093021,S2-327785594,S2-329222057,S2-348564701,S2-363770005,S2-369183896,S2-386874693,S2-390722669,S2-406869930,S2-429438044,S2-430698050,S2-45167205,S2-455871992,S2-464270325,S2-479326627,S2-511252557,S2-547317931,S2-555628145,S2-566025165,S2-568672826,S2-603458950,S2-622146912,S2-640817527,S2-644437072,S2-656088443,S2-669656859,S2-670999265,S2-680061685,S2-680356593,S2-685989247,S2-712354540,S2-721842532,S2-737533465,S2-756266180,S2-765018827,S2-765744761,S2-776108614,S2-789127153,S2-790113259,S2-80731622,S2-820674042,S2-837838957,S2-841375795,S2-841502840,S2-841615810,S2-853560661,S2-867266651,S2-904197000,S2-933309386,S2-948615750,S2-983594036,S3-116256716,S3-117105697,S3-119522484,S3-130183293,S3-196600168,S3-209439301,S3-25246144,S3-262859400,S3-282158615,S3-289453473,S3-296178541,S3-300491718,S3-328431310,S3-333203035,S3-352472747,S3-354651152,S3-370122142,S3-398629626,S3-416342971,S3-420429697,S3-424918454,S3-426573719,S3-427743966,S3-44171274,S3-449317669,S3-491276824,S3-498647628,S3-505201989,S3-53518067,S3-560239189,S3-577195301,S3-668907666,S3-695455660,S3-744953120,S3-751384544,S3-767242559,S3-768204902,S3-813523172,S3-827049792,S3-83616705,S3-839747465,S3-845858787,S3-862513181,S3-8632366,S3-866015034,S3-898236286,S3-90515555,S3-909713364,S3-913545840,S3-938695779,S3-938990963,S3-945230879,S3-946443220,S3-962950016,S3-971067777,S3-975443902
S1-725284847	S2-100727491,S2-110961797,S2-114465921,S2-119862819,S2-148325253,S2-149039582,S2-198226220,S2-201857567,S2-210605559,S2-236602397,S2-244548978,S2-263957876,S2-285577649,S2-295208809,S2-315396175,S2-367315504,S2-370804077,S2-371553869,S2-414640650,S2-423512857,S2-430698050,S2-448533918,S2-468833882,S2-484837710,S2-48537853,S2-502378016,S2-506086963,S2-510314780,S2-51395753,S2-513983055,S2-544215316,S2-550339343,S2-575722186,S2-581867874,S2-586785199,S2-602694405,S2-602769735,S2-603458950,S2-608478428,S2-648793786,S2-649963873,S2-657199544,S2-664889844,S2-710386119,S2-762430078,S2-766741684,S2-776108614,S2-780547093,S2-794784219,S2-795906794,S2-797757796,S2-798271666,S2-800099165,S2-81502048,S2-839220871,S2-869973572,S2-87416709,S2-884427706,S2-902845783,S2-912532342,S2-920103027,S2-927687234,S2-937810085,S2-979310766,S3-103336045,S3-123168304,S3-128998741,S3-155250976,S3-161260530,S3-161526895,S3-163352066,S3-174036202,S3-212576532,S3-213835616,S3-240757396,S3-245714978,S3-248326471,S3-25246144,S3-264658244,S3-282374096,S3-329073846,S3-330656133,S3-333203035,S3-336005400,S3-338705150,S3-346227482,S3-354651152,S3-398386668,S3-405978591,S3-44171274,S3-446153310,S3-450271183,S3-450705510,S3-460063874,S3-46025111,S3-470967888,S3-479225177,S3-49762990,S3-511855897,S3-532920051,S3-548056203,S3-577195301,S3-582942704,S3-623459146,S3-638474188,S3-644775053,S3-668907666,S3-669756688,S3-697693340,S3-702377636,S3-719588714,S3-767242559,S3-816779763,S3-836190004,S3-84045844,S3-840812804,S3-844392083,S3-86915556,S3-876836963,S3-882784130,S3-883914088,S3-926286339,S3-942170158,S3-946443220,S3-960742546,S3-974692977,S3-975207111,S3-995594010
S1-705048374	S2-106685975,S2-117975400,S2-132490191,S2-146465143,S2-152311009,S2-215685918,S2-224115694,S2-240530712,S2-27682958,S2-322623369,S2-358520598,S2-372944789,S2-375590937,S2-383609200,S2-409370565,S2-421905325,S2-450224251,S2-482064470,S2-494353803,S2-543086165,S2-591828554,S2-63671537,S2-639456855,S2-642544829,S2-682392885,S2-725373367,S2-755819310,S2-792792785,S2-795411198,S2-796602458,S2-814689684,S2-830518326,S2-849652420,S2-881512613,S2-886794092,S2-888776981,S2-899013052,S2-909465811,S2-937323790,S2-947313818,S3-10366364,S3-113546025,S3-119420975,S3-158875471,S3-192662729,S3-230100035,S3-235867354,S3-272575,S3-300662032,S3-348897640,S3-38773045,S3-389981684,S3-400410906,S3-493321002,S3-507960625,S3-522899841,S3-530850396,S3-535933616,S3-545995711,S3-55984273,S3-573553097,S3-614757402,S3-633256361,S3-641231253,S3-645643244,S3-649197742,S3-656046610,S3-730681342,S3-758341289,S3-771725853,S3-786618059,S3-792491090,S3-836956942,S3-844451325,S3-844554129,S3-85200470,S3-853309450,S3-894255852,S3-919006818,S3-923413622,S3-948349136
S1-250070625	S2-119543399,S2-13335367,S2-16226755,S2-198278441,S2-2065988,S2-242514743,S2-249963674,S2-256033433,S2-27559629,S2-298743570,S2-32633855,S2-345025523,S2-388375900,S2-395530013,S2-395653740,S2-429308620,S2-438359903,S2-442379267,S2-453334141,S2-454162657,S2-495368974,S2-517979987,S2-531354151,S2-543156737,S2-558423124,S2-568596781,S2-569053927,S2-61006635,S2-620027920,S2-645811582,S2-648468373,S2-683187143,S2-691017134,S2-714063931,S2-717929717,S2-747083995,S2-810421188,S2-847723783,S2-85368820,S2-853756024,S2-883484447,S2-904412198,S2-910984788,S2-941759992,S2-95998181,S2-977759409,S3-109760215,S3-123486711,S3-148950695,S3-214159771,S3-26783353,S3-286532146,S3-301534847,S3-324998417,S3-355618840,S3-458259316,S3-463006426,S3-468658814,S3-473343865,S3-480566123,S3-489829964,S3-505762260,S3-517276128,S3-520298562,S3-573324446,S3-597572013,S3-599264489,S3-685408874,S3-695226866,S3-698519941,S3-70983495,S3-715077646,S3-729717147,S3-746562682,S3-759799134,S3-767361462,S3-769728854,S3-770133094,S3-781573127,S3-788695633,S3-789143446,S3-801184026,S3-824154616,S3-841876706,S3-842083806,S3-859589808,S3-860023717,S3-871746773,S3-878543151,S3-886802183,S3-914834449,S3-950204307,S3-975045917,S3-982690273,S3-996978203
S1-836720513	S2-140738275,S2-174194033,S2-309579138,S2-37772896,S2-390862938,S2-398242880,S2-512590630,S2-513307591,S2-54944062,S2-569706895,S2-612873942,S2-817407743,S2-835653830,S2-839706772,S2-885121406,S2-899504208,S2-919220369,S2-919500367,S2-98048646,S3-116965329,S3-148631129,S3-156099313,S3-335519697,S3-379039764,S3-464184137,S3-558122737,S3-561751872,S3-605964897,S3-633364257,S3-656319339,S3-670037219,S3-715574486,S3-736361542,S3-807887946,S3-820679846
S1-670137434	S2-138839775,S2-149039582,S2-152166487,S2-175763455,S2-220942785,S2-229301244,S2-238844128,S2-250802246,S2-253365910,S2-258555302,S2-262548013,S2-265462783,S2-266332051,S2-315612808,S2-344475062,S2-391930590,S2-393741183,S2-393861414,S2-40333680,S2-409001265,S2-441216250,S2-442623004,S2-460986271,S2-513983055,S2-517231159,S2-623662121,S2-729615137,S2-734716825,S2-742712532,S2-764089767,S2-781173473,S2-838287853,S2-84462712,S2-847711012,S2-853357737,S2-861451481,S2-922712876,S2-927413737,S2-960545687,S2-961401085,S2-963742393,S2-972498737,S2-981531199,S2-996620656,S3-103440639,S3-103953981,S3-146113092,S3-170549682,S3-175581467,S3-19618422,S3-218147806,S3-248753469,S3-249666672,S3-251084901,S3-261673657,S3-277618667,S3-279978205,S3-283060533,S3-292908301,S3-314377473,S3-325382850,S3-327808564,S3-334157524,S3-346227482,S3-361833418,S3-36772077,S3-371730368,S3-381544741,S3-382247994,S3-389605036,S3-399524528,S3-422744211,S3-433552356,S3-454031260,S3-458012264,S3-479488494,S3-504950011,S3-513505053,S3-52389171,S3-565118056,S3-586774058,S3-595749651,S3-609814998,S3-614287828,S3-619105304,S3-633583961,S3-662987550,S3-668529529,S3-68876167,S3-702955600,S3-728742174,S3-747358048,S3-748252151,S3-801349966,S3-804323871,S3-805875647,S3-810298825,S3-816791301,S3-81937983,S3-842080279,S3-844891644,S3-849776489,S3-881927691,S3-886920409,S3-887829791,S3-888774069,S3-896803713,S3-925715671,S3-927086675,S3-93941105,S3-946956103,S3-976783203,S3-983010097,S3-992249519,S3-998349769,S3-999092654
S1-320133494	S2-104048230,S2-127167766,S2-133427824,S2-184590082,S2-194080257,S2-234179897,S2-27559629,S2-294125374,S2-298743570,S2-299739866,S2-315771917,S2-317692948,S2-329784011,S2-336563181,S2-353969853,S2-37772896,S2-38462008,S2-442806065,S2-450182770,S2-466036489,S2-473030154,S2-514237288,S2-530455006,S2-532843846,S2-543337973,S2-551073176,S2-581779721,S2-613868550,S2-625797360,S2-636649553,S2-658315764,S2-658599356,S2-66362484,S2-667530177,S2-697629712,S2-703571182,S2-716482919,S2-742256834,S2-755569252,S2-774543773,S2-789730071,S2-790165305,S2-813292696,S2-842202554,S2-860941005,S2-879608837,S2-89140728,S2-895183009,S2-917089438,S2-918473326,S2-929212292,S2-92958342,S2-940657984,S2-946651301,S2-951004133,S2-951146206,S3-100186952,S3-160489180,S3-167338377,S3-169074849,S3-179466631,S3-215504197,S3-220212256,S3-232965838,S3-262979053,S3-263512087,S3-266484179,S3-271935541,S3-280745388,S3-285259068,S3-321925642,S3-350678001,S3-352079777,S3-369233360,S3-382668942,S3-389110422,S3-389775316,S3-398363546,S3-414019063,S3-421845319,S3-440743063,S3-456578501,S3-471490543,S3-478640466,S3-500452745,S3-509191648,S3-514363766,S3-520606595,S3-544982980,S3-5730591,S3-585896064,S3-59137495,S3-601059420,S3-611526663,S3-643607727,S3-659572126,S3-683275804,S3-683418317,S3-702293784,S3-70983495,S3-712814373,S3-735994693,S3-738801985,S3-744781487,S3-744781811,S3-74847333,S3-774518276,S3-78473192,S3-795545685,S3-813435809,S3-836956942,S3-837788175,S3-854363024,S3-854911522,S3-904866792,S3-90647349,S3-910174233,S3-914242375,S3-987033562,S3-990143312,S3-995706277,S3-998374347
S1-724970812	S2-177124233,S2-202519302,S2-205379567,S2-208035220,S2-238722533,S2-277904545,S2-279166708,S2-314196784,S2-321093021,S2-341758664,S2-348564701,S2-367315504,S2-374359578,S2-406869930,S2-414640650,S2-423060500,S2-468833882,S2-48537853,S2-487270276,S2-502378016,S2-510314780,S2-51395753,S2-513983055,S2-523781276,S2-547561770,S2-555628145,S2-57319272,S2-578207235,S2-62262025,S2-636515261,S2-640817527,S2-641858274,S2-670999265,S2-72995198,S2-737533465,S2-740793315,S2-746841460,S2-751029002,S2-751285522,S2-770398305,S2-776108614,S2-777950563,S2-780547093,S2-783654262,S2-796531268,S2-801134662,S2-806548925,S2-809648222,S2-838952954,S2-839556291,S2-844140696,S2-863523059,S2-906933992,S2-918382864,S2-973232185,S2-974643076,S3-137090547,S3-161260530,S3-165432605,S3-174036202,S3-182494616,S3-197237535,S3-213835616,S3-228837453,S3-234882594,S3-240757396,S3-248326471,S3-25246144,S3-261103165,S3-285974165,S3-294246906,S3-333203035,S3-346227482,S3-354651152,S3-398898051,S3-427743966,S3-42793298,S3-446153310,S3-449317669,S3-467386492,S3-470967888,S3-478487730,S3-479225177,S3-519506528,S3-532270934,S3-532920051,S3-541980471,S3-551575520,S3-577195301,S3-577843775,S3-582942704,S3-590376973,S3-605359694,S3-622224012,S3-638474188,S3-638649570,S3-644775053,S3-669756688,S3-722014919,S3-744953120,S3-751401400,S3-773743207,S3-793775308,S3-82448264,S3-83616705,S3-842154250,S3-863793742,S3-881427723,S3-883914088,S3-897899559,S3-916274039,S3-917272773,S3-938353267,S3-946443220,S3-965631275,S3-971067777,S3-974692977,S3-990332566
S1-296416408	S2-127106558,S2-13280834,S2-147922412,S2-148276013,S2-157264852,S2-180557384,S2-193655343,S2-201442439,S2-228449976,S2-249511951,S2-30596657,S2-337287946,S2-362609249,S2-381280185,S2-38967620,S2-409158734,S2-4195066,S2-45865141,S2-53627109,S2-542042196,S2-546649066,S2-548923784,S2-597884393,S2-647984070,S2-684187884,S2-686038791,S2-696820544,S2-70658543,S2-72175117,S2-725370882,S2-727710931,S2-758308282,S2-75959390,S2-804739947,S2-805593937,S2-806548925,S2-839750178,S2-846655836,S2-847711012,S2-849994484,S2-857374013,S2-858660470,S2-859505664,S2-860350267,S2-879348301,S2-911105911,S2-922622641,S2-972356251,S3-101401588,S3-107188235,S3-114534237,S3-11942220,S3-127289081,S3-151674270,S3-162574620,S3-166339268,S3-187799435,S3-188551640,S3-196083993,S3-196600168,S3-224405850,S3-229986380,S3-234202320,S3-2677141,S3-279812093,S3-288089967,S3-29569789,S3-303362540,S3-303637740,S3-33459694,S3-347584652,S3-350549240,S3-351152963,S3-363480261,S3-391157464,S3-402942394,S3-419777846,S3-44528784,S3-46025111,S3-465050822,S3-481168873,S3-499617132,S3-502795718,S3-521461358,S3-562025620,S3-588175833,S3-597463588,S3-628408994,S3-630335888,S3-643267533,S3-645019369,S3-651790413,S3-654401889,S3-662987550,S3-688886031,S3-690341042,S3-710392115,S3-738311205,S3-741971330,S3-754679139,S3-757737512,S3-769007784,S3-787799026,S3-803013209,S3-807725149,S3-830304370,S3-830395600,S3-85820406,S3-8632366,S3-874570178,S3-95105130,S3-963383955,S3-970553703,S3-970670751,S3-97073610
