source1_entity_id	matched_entity_id	source
S1-263753520	S3-119522484	S3
S1-263753520	S2-171637668	S2
S1-263753520	S3-334931219	S3
S1-646597465	S2-492838645	S2
S1-174290728	S3-334495956	S3
S1-174290728	S3-383468836	S3
S1-65978194	S3-154101210	S3
S1-65978194	S2-881716268	S2
S1-65978194	S2-63140650	S2
S1-65978194	S3-21902665	S3
S1-852416933	S3-444613247	S3
S1-852416933	S3-199941860	S3
S1-852416933	S2-895660460	S2
S1-852416933	S2-867117926	S2
S1-231639962	S3-610675715	S3
S1-837748005	S2-303449529	S2
S1-837748005	S3-141822577	S3
S1-837748005	S3-119155650	S3
S1-837748005	S3-842423708	S3
S1-631430352	S3-722839003	S3
S1-631430352	S2-987189900	S2
S1-392417866	S2-685515868	S2
S1-392417866	S2-770103531	S2
S1-392417866	S3-890454919	S3
S1-392417866	S2-22726394	S2
S1-392417866	S2-41519359	S2
S1-392417866	S3-176181204	S3
S1-310518708	S3-534357363	S3
S1-310518708	S2-860499966	S2
S1-310518708	S2-633546801	S2
S1-310518708	S2-538548550	S2
S1-965220880	S3-555129043	S3
S1-965220880	S3-27905705	S3
S1-965220880	S3-599211801	S3
S1-965220880	S2-702719930	S2
S1-600434466	S3-678072001	S3
S1-600434466	S3-288063015	S3
S1-600434466	S3-439779168	S3
S1-600434466	S2-569104032	S2
S1-600434466	S2-460070756	S2
S1-600434466	S3-952330660	S3
S1-876651613	S3-330862798	S3
S1-109609629	S3-345275945	S3
S1-109609629	S2-488420693	S2
S1-109609629	S3-614508219	S3
S1-109609629	S2-42679287	S2
S1-831317803	S3-317171049	S3
S1-831317803	S3-185571094	S3
S1-831317803	S2-400541070	S2
S1-831317803	S2-238394666	S2
S1-831317803	S3-290600317	S3
S1-337153408	S2-607679396	S2
S1-337153408	S3-272400138	S3
S1-655781030	S2-193937137	S2
S1-655781030	S3-89706179	S3
S1-655781030	S2-527835984	S2
S1-655781030	S3-98866860	S3
S1-655781030	S3-175049222	S3
S1-655781030	S2-952952268	S2
S1-544342798	S3-418878587	S3
S1-544342798	S2-436807197	S2
S1-686222356	S2-549964799	S2
S1-628769200	S3-407079998	S3
S1-628769200	S3-876735758	S3
S1-466369301	S2-968498842	S2
S1-466369301	S2-434489515	S2
S1-466369301	S3-501208658	S3
S1-466369301	S3-884372426	S3
S1-406265194	S2-805134539	S2
S1-406265194	S3-475415592	S3
S1-406265194	S3-678565628	S3
S1-406265194	S3-790665337	S3
S1-406265194	S3-219762667	S3
S1-406265194	S3-692028072	S3
S1-161128378	S2-55880026	S2
S1-161128378	S2-970076575	S2
S1-873094276	S3-921416794	S3
S1-873094276	S3-550838623	S3
S1-873094276	S3-278082354	S3
S1-873094276	S2-535642692	S2
S1-873094276	S2-883071347	S2
S1-873094276	S2-472022729	S2
S1-873094276	S2-649898167	S2
S1-153417587	S3-206154232	S3
S1-153417587	S3-622448181	S3
S1-153417587	S3-245541587	S3
S1-257203049	S3-570648126	S3
S1-257203049	S3-332596180	S3
S1-257203049	S3-959352039	S3
S1-257203049	S2-767520332	S2
S1-257203049	S2-961882972	S2
S1-537258022	S3-678607085	S3
S1-537258022	S2-653699761	S2
S1-667852528	S3-974699636	S3
S1-667852528	S2-161740345	S2
S1-667852528	S3-272045574	S3
S1-667852528	S2-39132037	S2
S1-105750285	S3-889821947	S3
S1-105750285	S3-346467789	S3
S1-105750285	S2-834304222	S2
S1-889372471	S2-714679232	S2
S1-889372471	S2-349484706	S2
S1-411067780	S2-180263337	S2
S1-411067780	S3-164510160	S3
S1-370419392	S3-631859282	S3
S1-370419392	S2-696897428	S2
S1-370419392	S2-280234582	S2
S1-370419392	S3-543379345	S3
S1-370419392	S3-548580459	S3
S1-370419392	S3-807229780	S3
S1-370419392	S2-692660861	S2
S1-523682412	S2-61825451	S2
S1-523682412	S3-131048734	S3
S1-523682412	S3-528471074	S3
S1-523682412	S2-703115194	S2
S1-909654804	S3-98488079	S3
S1-909654804	S2-458197310	S2
S1-909654804	S2-349725669	S2
S1-909654804	S3-101105346	S3
S1-30214338	S3-154368311	S3
S1-30214338	S3-455256138	S3
S1-30214338	S3-894022557	S3
S1-30214338	S2-713643888	S2
S1-151025970	S3-346135097	S3
S1-151025970	S2-525784164	S2
S1-393903055	S2-54308139	S2
S1-393903055	S2-304655498	S2
S1-393903055	S3-859477543	S3
S1-393903055	S3-867011668	S3
S1-348343236	S3-795277282	S3
S1-348343236	S2-23019578	S2
S1-348343236	S3-681970195	S3
S1-348343236	S2-241167772	S2
S1-348343236	S3-929553399	S3
S1-582749579	S2-423507419	S2
S1-582749579	S3-751422731	S3
S1-582749579	S3-643445839	S3
S1-582749579	S3-228541828	S3
S1-582749579	S3-719891235	S3
S1-130858124	S2-658493852	S2
S1-130858124	S2-799685614	S2
S1-130858124	S2-55877076	S2
S1-130858124	S3-794697946	S3
S1-130858124	S2-176597885	S2
S1-639063566	S2-97232481	S2
S1-639063566	S2-892218137	S2
S1-639063566	S3-542027455	S3
S1-639063566	S3-449118073	S3
S1-394418075	S2-610281718	S2
S1-394418075	S2-760512872	S2
S1-394418075	S3-829587156	S3
S1-394418075	S3-45450557	S3
S1-394418075	S2-230969985	S2
S1-856337741	S2-139166541	S2
S1-856337741	S3-195800624	S3
S1-856337741	S3-574505684	S3
S1-153703217	S3-327399661	S3
S1-153703217	S3-365921809	S3
S1-153703217	S2-207285048	S2
S1-153703217	S3-472403115	S3
S1-778726773	S2-634541090	S2
S1-778726773	S3-877073382	S3
S1-627530250	S2-88419860	S2
S1-627530250	S3-458518420	S3
S1-693613253	S2-754203995	S2
S1-693613253	S2-770956167	S2
S1-693613253	S3-861551167	S3
S1-382237627	S3-373499500	S3
S1-382237627	S2-160527912	S2
S1-382237627	S3-518520495	S3
S1-382237627	S3-797686049	S3
S1-227158359	S2-771588201	S2
S1-227158359	S2-434371585	S2
S1-227158359	S2-813468523	S2
S1-960463382	S2-699308120	S2
S1-960463382	S2-872696949	S2
S1-960463382	S3-572313926	S3
S1-960463382	S3-211109629	S3
S1-960463382	S2-841323888	S2
S1-960463382	S3-819912546	S3
S1-960463382	S2-528911631	S2
S1-573064990	S2-234532435	S2
S1-573064990	S2-65324218	S2
S1-573064990	S3-963198895	S3
S1-83694663	S2-880280477	S2
S1-83694663	S3-470539909	S3
S1-45257038	S3-410400124	S3
S1-45257038	S3-215010021	S3
S1-164615504	S3-852534575	S3
S1-174234108	S3-999001990	S3
S1-174234108	S2-537574794	S2
S1-174234108	S3-822360802	S3
S1-885344288	S2-783679625	S2
S1-885344288	S3-505386018	S3
S1-885344288	S2-711475309	S2
S1-78340602	S3-652232043	S3
S1-434002281	S3-745145866	S3
S1-434002281	S2-761021116	S2
S1-56377747	S2-982069854	S2
S1-56377747	S2-791805073	S2
S1-56377747	S2-725226865	S2
S1-56377747	S3-692736268	S3
S1-617704623	S3-558050135	S3
S1-617704623	S3-769724312	S3
S1-617704623	S2-898240538	S2
S1-617704623	S3-255705948	S3
S1-617704623	S2-255304101	S2
S1-762693050	S3-837367260	S3
S1-762693050	S2-916468875	S2
S1-762693050	S3-292405551	S3
S1-762693050	S3-678522652	S3
S1-755580403	S2-851698967	S2
S1-755580403	S3-867893679	S3
S1-510688610	S2-169852354	S2
S1-510688610	S2-949464450	S2
S1-159641046	S3-589342278	S3
S1-159641046	S3-471339326	S3
S1-159641046	S2-264454826	S2
S1-480769944	S2-485721305	S2
S1-480769944	S2-583692408	S2
S1-480769944	S3-358936209	S3
S1-480769944	S2-248056038	S2
S1-709917118	S2-758490818	S2
S1-709917118	S2-9326306	S2
S1-709917118	S3-15083122	S3
S1-755825682	S3-294926565	S3
S1-755825682	S3-614038355	S3
S1-755825682	S3-199720018	S3
S1-170566434	S3-442634984	S3
S1-170566434	S3-442316127	S3
S1-170566434	S2-885444454	S2
S1-170566434	S2-129906507	S2
S1-170566434	S2-574787523	S2
S1-319767383	S3-220144301	S3
S1-319767383	S2-913129323	S2
S1-319767383	S2-727373314	S2
S1-233732268	S2-81683064	S2
S1-233732268	S3-159983557	S3
S1-233732268	S3-616356969	S3
S1-188070281	S2-446803499	S2
S1-188070281	S2-283192300	S2
S1-188070281	S3-600457523	S3
S1-188070281	S3-402055426	S3
S1-753817648	S2-264402347	S2
S1-753817648	S3-707726794	S3
S1-753817648	S3-778681451	S3
S1-753817648	S3-815512748	S3
S1-839680533	S3-998317620	S3
S1-839680533	S2-267062728	S2
S1-839680533	S2-752175640	S2
S1-839680533	S3-723503170	S3
S1-839680533	S3-892087197	S3
S1-839680533	S3-959662523	S3
S1-839680533	S2-166266175	S2
S1-839680533	S2-794999316	S2
S1-403457719	S2-703908165	S2
S1-403457719	S3-918510730	S3
S1-886551786	S2-64446552	S2
S1-886551786	S2-4142539	S2
S1-798363025	S3-762398711	S3
S1-798363025	S2-945456300	S2
S1-405437770	S2-796893813	S2
S1-405437770	S2-944398820	S2
S1-405437770	S3-176034356	S3
S1-405437770	S2-149466102	S2
S1-988034975	S3-6674553	S3
S1-988034975	S2-869946726	S2
S1-988034975	S3-592263107	S3
S1-988034975	S3-436511574	S3
S1-618571743	S3-989791912	S3
S1-618571743	S2-713235202	S2
S1-618571743	S3-283742535	S3
S1-219765772	S3-363685397	S3
S1-219765772	S2-359968183	S2
S1-219765772	S2-73475891	S2
S1-219765772	S3-985947781	S3
S1-491138472	S2-197200716	S2
S1-491138472	S3-43710305	S3
S1-491138472	S3-726933950	S3
S1-491138472	S3-67035158	S3
S1-491138472	S3-928683234	S3
S1-491138472	S2-788106715	S2
S1-243732195	S3-842214075	S3
S1-243732195	S2-118798004	S2
S1-133908979	S3-22321313	S3
S1-133908979	S3-468508289	S3
S1-133908979	S3-218053805	S3
S1-133908979	S3-815188606	S3
S1-133908979	S2-689997891	S2
S1-133908979	S3-604350729	S3
S1-504261681	S2-79285582	S2
S1-504261681	S3-98429597	S3
S1-504261681	S2-155056488	S2
S1-504261681	S3-594124389	S3
S1-504261681	S2-944428013	S2
S1-504261681	S3-400442937	S3
S1-504261681	S3-32527493	S3
S1-583163899	S3-93310345	S3
S1-583163899	S2-29436633	S2
S1-583163899	S3-614045533	S3
S1-583163899	S3-338172204	S3
S1-583163899	S2-478830670	S2
S1-178696524	S3-770706591	S3
S1-178696524	S3-685815879	S3
S1-178696524	S2-249331054	S2
S1-723887905	S2-683260918	S2
S1-723887905	S3-224526315	S3
S1-723887905	S3-741064637	S3
S1-260535926	S2-763311292	S2
S1-260535926	S2-386843829	S2
S1-260535926	S3-645342371	S3
S1-260535926	S3-426654342	S3
S1-260535926	S2-801267049	S2
S1-809692747	S2-675218644	S2
S1-809692747	S3-714118700	S3
S1-374921406	S2-538727465	S2
S1-374921406	S3-937138703	S3
S1-374921406	S3-93963816	S3
S1-374921406	S3-628563461	S3
S1-291334839	S2-484264172	S2
S1-291334839	S3-879735028	S3
S1-291334839	S2-923288313	S2
S1-530552317	S3-576144582	S3
S1-530552317	S3-140112858	S3
S1-530552317	S2-932348349	S2
S1-756532295	S2-220702891	S2
S1-756532295	S2-643237415	S2
S1-756532295	S3-838888736	S3
S1-756532295	S2-660432026	S2
S1-756532295	S3-870310984	S3
S1-756532295	S2-291052369	S2
S1-639448087	S3-153151250	S3
S1-639448087	S3-199577159	S3
S1-639448087	S2-965648748	S2
S1-639448087	S3-258046542	S3
S1-804353271	S2-255987226	S2
S1-804353271	S2-926416487	S2
S1-804353271	S2-123946675	S2
S1-804353271	S2-609467095	S2
S1-804353271	S2-687938593	S2
S1-672212822	S3-370478706	S3
S1-672212822	S3-212139812	S3
S1-672212822	S3-928772305	S3
S1-672212822	S3-251526684	S3
S1-672212822	S2-301844437	S2
S1-776954181	S2-611935473	S2
S1-776954181	S3-516491500	S3
S1-776954181	S3-488237354	S3
S1-776954181	S2-757621935	S2
S1-751333861	S2-751846606	S2
S1-751333861	S3-513468239	S3
S1-59058003	S2-652031082	S2
S1-59058003	S3-116290342	S3
S1-59058003	S2-847284556	S2
S1-31271939	S3-721303641	S3
S1-31271939	S3-342489506	S3
S1-31271939	S2-168060268	S2
S1-410668413	S3-386196127	S3
S1-410668413	S2-507190615	S2
S1-410668413	S2-737132769	S2
S1-410668413	S3-493517158	S3
S1-410668413	S3-551388423	S3
S1-130086589	S2-197139965	S2
S1-130086589	S3-469087931	S3
S1-130086589	S3-333882621	S3
S1-130086589	S3-415050839	S3
S1-130086589	S2-797545089	S2
S1-798317327	S3-886173334	S3
S1-798317327	S2-976020946	S2
S1-798317327	S3-24270009	S3
S1-798317327	S2-661227868	S2
S1-798317327	S3-903244516	S3
S1-651926344	S2-214176046	S2
S1-651926344	S3-19716137	S3
S1-651926344	S2-229625592	S2
S1-651926344	S2-533347292	S2
S1-697773688	S3-589091745	S3
S1-697773688	S2-572587096	S2
S1-697773688	S3-710956828	S3
S1-576393711	S3-165452142	S3
S1-576393711	S3-497227706	S3
S1-576393711	S2-817374918	S2
S1-576393711	S3-30005277	S3
S1-622183692	S2-712217107	S2
S1-622183692	S3-543521209	S3
S1-622183692	S3-95865373	S3
S1-998209878	S2-976435601	S2
S1-998209878	S2-461123671	S2
S1-998209878	S2-399752469	S2
S1-998209878	S2-189607542	S2
S1-748403331	S3-92724108	S3
S1-748403331	S2-688224950	S2
S1-748403331	S3-773879615	S3
S1-748403331	S3-208326111	S3
S1-748403331	S3-123105377	S3
S1-578422540	S3-498705678	S3
S1-578422540	S3-126098101	S3
S1-578422540	S2-568493442	S2
S1-578422540	S3-364950016	S3
S1-578422540	S2-211817379	S2
S1-240741347	S3-869963593	S3
S1-240741347	S2-717181019	S2
S1-240741347	S3-289151677	S3
S1-927370970	S3-282956934	S3
S1-927370970	S2-17899424	S2
S1-927370970	S3-698648206	S3
S1-927370970	S3-800341333	S3
S1-4285107	S3-860581627	S3
S1-4285107	S2-256903706	S2
S1-4285107	S3-913293736	S3
S1-4285107	S2-903639358	S2
S1-259841007	S2-65362385	S2
S1-259841007	S2-481366303	S2
S1-259841007	S3-207447074	S3
S1-259841007	S3-372778420	S3
S1-113550187	S3-132921779	S3
S1-113550187	S2-955158159	S2
S1-113550187	S3-775554583	S3
S1-113550187	S3-448744592	S3
S1-113550187	S3-950050014	S3
S1-359817814	S3-505728042	S3
S1-359817814	S2-725673832	S2
S1-359817814	S3-250785449	S3
S1-359817814	S2-576773298	S2
S1-126425263	S2-591843658	S2
S1-126425263	S3-403330897	S3
S1-126425263	S3-522318671	S3
S1-126425263	S3-437362408	S3
S1-126425263	S3-915363991	S3
S1-126425263	S2-106449898	S2
S1-126425263	S2-529096932	S2
S1-636753598	S2-781967079	S2
S1-636753598	S3-969250781	S3
S1-636753598	S2-296580481	S2
S1-636753598	S2-292020210	S2
S1-636753598	S2-10090751	S2
S1-636753598	S2-339978412	S2
S1-640044387	S3-237162289	S3
S1-640044387	S2-920866545	S2
S1-640044387	S2-415415592	S2
S1-734068246	S2-160365089	S2
S1-734068246	S2-657990414	S2
S1-734068246	S2-614268566	S2
S1-734068246	S2-166825386	S2
S1-734068246	S3-694361032	S3
S1-734068246	S2-144649348	S2
S1-179271772	S2-436481063	S2
S1-179271772	S2-315694684	S2
S1-179271772	S3-838479455	S3
S1-673947617	S3-471561421	S3
S1-673947617	S2-797609256	S2
S1-673947617	S2-761144254	S2
S1-705915203	S2-17429577	S2
S1-705915203	S3-226001620	S3
S1-705915203	S2-569582945	S2
S1-671019242	S2-141324237	S2
S1-671019242	S2-848522355	S2
S1-671019242	S3-903288861	S3
S1-585107938	S2-468881596	S2
S1-585107938	S2-444412919	S2
S1-585107938	S2-162466262	S2
S1-585107938	S3-644100647	S3
S1-574964449	S2-42921634	S2
S1-574964449	S3-945044329	S3
S1-786394724	S3-859831933	S3
S1-786394724	S3-513058449	S3
S1-786394724	S2-877902932	S2
S1-786394724	S2-776278638	S2
S1-786394724	S2-787416921	S2
S1-10914674	S2-804637443	S2
S1-10914674	S3-786604121	S3
S1-10914674	S2-855826614	S2
S1-680011811	S2-667004767	S2
S1-680011811	S3-956187116	S3
S1-680011811	S3-853606017	S3
S1-268924724	S2-548875294	S2
S1-268924724	S2-494257051	S2
S1-268924724	S3-456576460	S3
S1-268924724	S3-687813219	S3
S1-357956834	S2-875324269	S2
S1-357956834	S2-635297416	S2
S1-357956834	S3-903339897	S3
S1-357956834	S2-553667269	S2
S1-682881822	S3-356247997	S3
S1-682881822	S2-847722477	S2
S1-754621128	S2-413702698	S2
S1-58448814	S3-552519867	S3
S1-58448814	S3-532518533	S3
S1-58448814	S3-345461827	S3
S1-58448814	S3-687202908	S3
S1-334613119	S3-591210898	S3
S1-334613119	S2-355698373	S2
S1-334613119	S2-28607658	S2
S1-373542813	S3-230251128	S3
S1-373542813	S3-942398108	S3
S1-373542813	S3-763282948	S3
S1-373542813	S2-442558257	S2
S1-203587926	S2-841032387	S2
S1-203587926	S2-888467991	S2
S1-203587926	S3-553492953	S3
S1-203587926	S3-950579538	S3
S1-203587926	S3-967354118	S3
S1-203587926	S2-189427985	S2
S1-203587926	S3-172160493	S3
S1-226163817	S2-793213702	S2
S1-226163817	S3-167350066	S3
S1-226163817	S3-927390710	S3
S1-226163817	S2-26192982	S2
S1-162793443	S3-498407459	S3
S1-162793443	S2-245854897	S2
S1-174360531	S2-987359743	S2
S1-174360531	S3-980274902	S3
S1-174360531	S2-430273195	S2
S1-319803773	S2-673526407	S2
S1-319803773	S3-69841852	S3
S1-552454085	S3-15716972	S3
S1-552454085	S2-222012448	S2
S1-552454085	S2-710995072	S2
S1-552454085	S3-104786565	S3
S1-671160538	S3-678027983	S3
S1-671160538	S2-824593173	S2
S1-671160538	S3-322321118	S3
S1-969205212	S2-832986512	S2
S1-969205212	S3-759537904	S3
S1-969205212	S3-457954541	S3
S1-694238108	S3-230339780	S3
S1-694238108	S3-262417589	S3
S1-694238108	S3-557994146	S3
S1-694238108	S2-562929152	S2
S1-283881582	S3-54130545	S3
S1-283881582	S3-464367148	S3
S1-283881582	S3-621589324	S3
S1-283881582	S3-705559436	S3
S1-283881582	S2-243591112	S2
S1-39635653	S2-819803246	S2
S1-39635653	S2-569581046	S2
S1-39635653	S2-897702129	S2
S1-39635653	S3-2153906	S3
S1-39635653	S3-109903647	S3
S1-39635653	S3-823066871	S3
S1-39635653	S2-520606620	S2
S1-111187001	S3-88771966	S3
S1-111187001	S3-517877457	S3
S1-111187001	S2-497815719	S2
S1-932103139	S2-179815562	S2
S1-932103139	S3-678500341	S3
S1-932103139	S3-473568740	S3
S1-932103139	S2-840167304	S2
S1-932103139	S3-150952269	S3
S1-607212498	S2-607060430	S2
S1-607212498	S2-440234410	S2
S1-684403978	S3-873619518	S3
S1-684403978	S2-471818392	S2
S1-684403978	S3-27642743	S3
S1-597550527	S3-654928288	S3
S1-597550527	S3-538315997	S3
S1-597550527	S3-398591354	S3
S1-597550527	S2-571194217	S2
S1-597550527	S3-374480827	S3
S1-597550527	S3-347463826	S3
S1-597550527	S2-806401569	S2
S1-248050840	S2-114270776	S2
S1-248050840	S2-849630112	S2
S1-248050840	S3-232328968	S3
S1-786940733	S2-769449726	S2
S1-786940733	S2-835450553	S2
S1-786940733	S2-425122641	S2
S1-786940733	S2-747917583	S2
S1-329132834	S3-692583820	S3
S1-329132834	S2-404651185	S2
S1-329132834	S2-211614940	S2
S1-329132834	S3-325721980	S3
S1-916271211	S3-355233384	S3
S1-916271211	S2-909751215	S2
S1-916271211	S3-693392872	S3
S1-916271211	S3-966266002	S3
S1-385834244	S2-541121584	S2
S1-385834244	S3-809532628	S3
S1-385834244	S3-133342195	S3
S1-385834244	S2-261630263	S2
S1-582057159	S3-878449960	S3
S1-582057159	S3-824789165	S3
S1-582057159	S3-365222263	S3
S1-334733674	S2-469255368	S2
S1-334733674	S3-882433048	S3
S1-997731506	S3-55748859	S3
S1-997731506	S2-749005505	S2
S1-997731506	S3-856698930	S3
S1-997731506	S2-208204396	S2
S1-997731506	S2-583784624	S2
S1-997731506	S3-905077097	S3
S1-997731506	S2-998213271	S2
S1-95592336	S3-941375431	S3
S1-95592336	S2-716521857	S2
S1-95592336	S2-67460483	S2
S1-433225698	S3-750248302	S3
S1-433225698	S2-638831369	S2
S1-433225698	S3-677112404	S3
S1-781608659	S2-481567904	S2
S1-781608659	S3-578231314	S3
S1-781608659	S3-477925907	S3
S1-781608659	S2-664534550	S2
S1-781608659	S3-204390095	S3
S1-781608659	S2-371345961	S2
S1-413884258	S3-999216571	S3
S1-413884258	S3-508578925	S3
S1-413884258	S3-137644449	S3
S1-413884258	S3-652664233	S3
S1-413884258	S3-109276807	S3
S1-221571016	S3-12202571	S3
S1-221571016	S3-773741408	S3
S1-962909612	S2-397546043	S2
S1-962909612	S2-413507857	S2
S1-962909612	S3-440285588	S3
S1-652343462	S2-165302226	S2
S1-652343462	S3-185824825	S3
S1-652343462	S3-971134838	S3
S1-652343462	S3-762761921	S3
S1-924728856	S3-853579174	S3
S1-897858581	S2-997033753	S2
S1-897858581	S2-920154578	S2
S1-897858581	S3-775469400	S3
S1-248566799	S2-213912925	S2
S1-248566799	S2-481832215	S2
S1-248566799	S3-794464264	S3
S1-882286956	S2-606691458	S2
S1-882286956	S3-732300308	S3
S1-882286956	S2-389442129	S2
S1-882286956	S3-583753596	S3
S1-882286956	S3-881900553	S3
S1-210958355	S3-887788878	S3
S1-210958355	S2-812656407	S2
S1-210958355	S3-507478564	S3
S1-210958355	S3-469902368	S3
S1-210958355	S3-211712065	S3
S1-910304460	S3-472183393	S3
S1-910304460	S2-843028669	S2
S1-81565963	S2-893330488	S2
S1-81565963	S3-415045234	S3
S1-81565963	S3-588596638	S3
S1-81565963	S3-851723459	S3
S1-859177707	S3-338538022	S3
S1-859177707	S2-795513702	S2
S1-325604362	S2-416267200	S2
S1-325604362	S3-644964015	S3
S1-366004857	S2-749620863	S2
S1-366004857	S2-41031181	S2
S1-366004857	S3-232091326	S3
S1-131679635	S3-130386816	S3
S1-131679635	S2-955889663	S2
S1-131679635	S2-742605519	S2
S1-131679635	S3-808716194	S3
S1-131679635	S3-331820141	S3
S1-348424826	S3-197888194	S3
S1-348424826	S3-362607927	S3
S1-348424826	S3-45154827	S3
S1-348424826	S2-774960077	S2
S1-348424826	S3-378483040	S3
S1-348424826	S2-303285797	S2
S1-348424826	S2-166639338	S2
S1-348424826	S3-188114856	S3
S1-348424826	S2-925749503	S2
S1-448408444	S3-975434784	S3
S1-448408444	S3-148379137	S3
S1-448408444	S2-929426974	S2
S1-448408444	S3-16159758	S3
S1-448408444	S2-995784001	S2
S1-448408444	S2-34763854	S2
S1-448408444	S2-728749909	S2
S1-701289038	S3-677377878	S3
S1-701289038	S3-473263024	S3
S1-701289038	S2-8371355	S2
S1-701289038	S3-268544321	S3
S1-701289038	S2-475035216	S2
S1-701289038	S2-913812411	S2
S1-63359662	S2-744930483	S2
S1-63359662	S3-820396343	S3
S1-63359662	S3-439794654	S3
S1-63359662	S2-624231076	S2
S1-63359662	S2-826040018	S2
S1-564556684	S2-856062910	S2
S1-564556684	S3-142684195	S3
S1-616523129	S3-733682324	S3
S1-616523129	S2-718156010	S2
S1-616523129	S3-540025843	S3
S1-616523129	S2-983604490	S2
S1-616523129	S3-533811873	S3
S1-616523129	S2-964213108	S2
S1-242119386	S2-377795894	S2
S1-242119386	S3-372228793	S3
S1-242119386	S2-498015580	S2
S1-954375751	S3-977610582	S3
S1-954375751	S2-359813010	S2
S1-954375751	S3-888121263	S3
S1-570678038	S2-762231301	S2
S1-570678038	S2-144473418	S2
S1-570678038	S3-949360846	S3
S1-904890918	S2-952754728	S2
S1-904890918	S2-355305781	S2
S1-764671465	S2-37130175	S2
S1-764671465	S3-934701347	S3
S1-764671465	S2-510683893	S2
S1-178656456	S3-597286025	S3
S1-178656456	S2-471284169	S2
S1-178656456	S3-103827885	S3
S1-178656456	S3-558261193	S3
S1-700910866	S2-276911414	S2
S1-700910866	S2-575359001	S2
S1-700910866	S3-997481241	S3
S1-289465966	S2-607283611	S2
S1-289465966	S2-401662977	S2
S1-289465966	S2-730221209	S2
S1-289465966	S3-624764035	S3
S1-289465966	S2-709340786	S2
S1-289465966	S3-973997142	S3
S1-4873480	S2-490263537	S2
S1-4873480	S3-490116501	S3
S1-822832467	S2-864261065	S2
S1-822832467	S3-145464629	S3
S1-822832467	S2-354502793	S2
S1-103669468	S2-556210403	S2
S1-103669468	S2-342909868	S2
S1-12888605	S2-493368160	S2
S1-12888605	S2-508512995	S2
S1-12888605	S2-160002283	S2
S1-12888605	S3-703970372	S3
S1-641678128	S3-767880116	S3
S1-641678128	S3-243666575	S3
S1-641678128	S2-584970088	S2
S1-586108049	S3-345120975	S3
S1-586108049	S2-316511244	S2
S1-586108049	S2-649977241	S2
S1-153511237	S2-134772205	S2
S1-153511237	S2-715003565	S2
S1-153511237	S3-734243539	S3
S1-103988337	S2-896243108	S2
S1-103988337	S3-16556658	S3
S1-405794353	S3-925315118	S3
S1-405794353	S2-180025494	S2
S1-171461624	S2-116509926	S2
S1-171461624	S2-642530946	S2
S1-171461624	S2-256835057	S2
S1-324704727	S3-843618513	S3
S1-324704727	S2-870032531	S2
S1-324704727	S3-829364176	S3
S1-324704727	S2-4097610	S2
S1-324704727	S2-593580304	S2
S1-324704727	S2-986623822	S2
S1-496780343	S3-36834067	S3
S1-496780343	S2-701019903	S2
S1-374402411	S3-209433877	S3
S1-374402411	S3-211590955	S3
S1-374402411	S2-356185698	S2
S1-374402411	S3-866109676	S3
S1-474458221	S3-531526908	S3
S1-474458221	S3-856245438	S3
S1-474458221	S2-406141738	S2
S1-36715811	S3-756893103	S3
S1-36715811	S3-111339118	S3
S1-36715811	S3-367139485	S3
S1-36715811	S2-679665075	S2
S1-284111531	S3-430815110	S3
S1-284111531	S2-40067775	S2
S1-284111531	S3-807199653	S3
S1-284111531	S3-39853204	S3
S1-284111531	S3-277432389	S3
S1-503109914	S2-647597392	S2
S1-503109914	S2-979509268	S2
S1-503109914	S3-330588239	S3
S1-503109914	S2-83812900	S2
S1-503109914	S3-163643207	S3
S1-503109914	S3-39907289	S3
S1-9959665	S3-971464194	S3
S1-9959665	S3-891691158	S3
S1-9959665	S3-160679320	S3
S1-426555197	S2-171439354	S2
S1-426555197	S2-449375886	S2
S1-426555197	S3-158149299	S3
S1-659972029	S2-45496379	S2
S1-659972029	S3-435330345	S3
S1-659972029	S3-467794784	S3
S1-750574139	S2-637766925	S2
S1-750574139	S2-875304242	S2
S1-750574139	S3-475975140	S3
S1-750574139	S2-604378691	S2
S1-750574139	S3-429640990	S3
S1-750574139	S3-493498134	S3
S1-983263685	S3-777786987	S3
S1-983263685	S2-670751101	S2
S1-983263685	S3-927330880	S3
S1-983263685	S2-803977755	S2
S1-634705990	S2-251776210	S2
S1-634705990	S2-337730879	S2
S1-634705990	S3-951370086	S3
S1-586452023	S3-744322569	S3
S1-45027980	S2-629704378	S2
S1-45027980	S2-29349442	S2
S1-45027980	S3-152801414	S3
S1-793642420	S2-357686144	S2
S1-793642420	S2-832127978	S2
S1-793642420	S3-86933917	S3
S1-793642420	S3-297358955	S3
S1-793642420	S2-592551313	S2
S1-832857751	S2-885814277	S2
S1-832857751	S2-272451887	S2
S1-668929193	S3-907707009	S3
S1-668929193	S3-877067215	S3
S1-668929193	S3-822260648	S3
S1-138698286	S2-836516917	S2
S1-138698286	S3-189104136	S3
S1-138698286	S3-891083825	S3
S1-138698286	S3-195223677	S3
S1-138698286	S2-463878656	S2
S1-913840699	S2-454243788	S2
S1-913840699	S3-777162335	S3
S1-913840699	S2-667468978	S2
S1-21699966	S2-986139871	S2
S1-21699966	S3-918464388	S3
S1-21699966	S2-611721547	S2
S1-21699966	S2-578484248	S2
S1-618906384	S3-512127992	S3
S1-618906384	S3-922444324	S3
